url,state,city,years,manufacturer,model,price,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,vehicle_type,paint_color,image_url
https://losangeles.craigslist.org/lgb/ctd/d/yorba-linda-2014-ford-flex-limited/7234329179.html,ca,los angeles,2014,ford,flex,0,,,gas,79347,clean,automatic,2FMHK6DT2EBD28316,,full-size,SUV,blue,https://images.craigslist.org/00j0j_75nZrPYdQXA_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2000-ford-mustang-gt-1000/7234329126.html,ca,los angeles,2000,ford,mustang,8998,excellent,,gas,140164,clean,automatic,1FAFP42X8YF312962,rwd,,coupe,,https://images.craigslist.org/00G0G_1u0vnAhTJXn_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2007-toyota-tacoma-v6-v6/7234329026.html,ca,los angeles,2007,toyota,tacoma,18999,excellent,,gas,194462,clean,automatic,5TELU42N27Z335403,4wd,,pickup,,https://images.craigslist.org/01414_8mHnu78DZUD_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2014-chevrolet-malibu-lt/7234328940.html,ca,los angeles,2014,chevrolet,malibu,9999,excellent,,gas,110586,clean,automatic,1G11E5SL6EF260037,fwd,,sedan,,https://images.craigslist.org/00s0s_8rDg3pdQQ5l_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2008-saturn-sky-red-line/7234328864.html,ca,los angeles,2008,saturn,sky,13999,excellent,,gas,56122,clean,automatic,1G8MG35X98Y105549,rwd,,convertible,,https://images.craigslist.org/00z0z_2Tivt7I2cks_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2011-honda-pilot-touring/7234328705.html,ca,los angeles,2011,honda,pilot,15999,excellent,,gas,127944,clean,automatic,5FNYF3H95BB007777,fwd,,SUV,,https://images.craigslist.org/00L0L_2ERcyuhktBh_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lgb/ctd/d/north-hollywood-2017-kia-forte-lx-down/7234328679.html,ca,los angeles,2017,kia,forte,0,,,gas,26360,clean,automatic,3KPFK4A74HE044030,fwd,,sedan,white,https://images.craigslist.org/00404_2eC5xVsOLrd_0cU08B_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2012-toyota-prius-four/7234328641.html,ca,los angeles,2012,toyota,prius,12998,excellent,,gas,134491,clean,automatic,JTDKN3DU9C5382089,fwd,,hatchback,black,https://images.craigslist.org/00N0N_3yZMWeZ3DVt_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2014-nissan-quest-35-1000/7234328486.html,ca,los angeles,2014,nissan,quest,12999,excellent,,gas,87021,clean,automatic,JN8AE2KP8E9101662,fwd,,mini-van,,https://images.craigslist.org/00I0I_5DQvaRHXwtc_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2008-volkswagen-gti-pzev/7234328429.html,ca,los angeles,2008,volkswagen,gti,7997,excellent,,gas,126626,clean,automatic,WVWFD71K08W310892,fwd,,hatchback,,https://images.craigslist.org/00000_75nCVzI4TDr_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2006-ford-350-super-duty/7234328295.html,ca,los angeles,2006,ford,f-350,24999,excellent,,diesel,169013,clean,automatic,1FTWW33P06ED93013,4wd,,pickup,blue,https://images.craigslist.org/00s0s_6UD0XrtK3Iw_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2010-volkswagen-golf-25l/7234328191.html,ca,los angeles,2010,volkswagen,golf,5997,excellent,,gas,133731,clean,automatic,WVWDB7AJ9AW093126,fwd,,hatchback,black,https://images.craigslist.org/00N0N_8qEifcHhfRf_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2014-ford-escape-titanium/7234328096.html,ca,los angeles,2014,ford,escape,13999,excellent,,gas,124090,clean,automatic,1FMCU9J97EUB46555,4wd,,SUV,,https://images.craigslist.org/00707_ku4SC8cchXD_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2014-toyota-prius-one/7234328035.html,ca,los angeles,2014,toyota,prius,12997,excellent,,gas,99421,clean,automatic,JTDKN3DU9E1750541,fwd,,hatchback,black,https://images.craigslist.org/00R0R_ejZEuYlPr3u_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2015-kia-optima-ex-1000/7234327845.html,ca,los angeles,2015,kia,optima,13999,excellent,,gas,79315,clean,automatic,5XXGN4A73FG398329,fwd,,sedan,,https://images.craigslist.org/00707_9seKiDzJhR8_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2009-nissan-altima-25/7234327805.html,ca,los angeles,2009,nissan,altima,7999,excellent,,gas,150688,clean,automatic,1N4AL24EX9C106356,fwd,,coupe,,https://images.craigslist.org/00K0K_ifHpAMvrMCn_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2016-ford-transit-cargo/7234327574.html,ca,los angeles,2016,ford,transit cargo,22999,excellent,,gas,48472,clean,automatic,1FTYE1YM9GKB24297,rwd,,mini-van,,https://images.craigslist.org/00202_9kCMUXFupyi_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2017-chevrolet-equinox-lt/7234327411.html,ca,los angeles,2017,chevrolet,equinox,17999,excellent,,gas,53419,clean,automatic,2GNALCEK9H6223932,fwd,,SUV,,https://images.craigslist.org/00h0h_UTZMeGe3k1_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2014-chrysler-town/7234327180.html,ca,los angeles,2014,chrysler,town & country,9999,excellent,,gas,124781,clean,automatic,2C4RC1BG4ER386854,fwd,,mini-van,,https://images.craigslist.org/00T0T_hWxDqe6VqTo_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lgb/cto/d/long-beach-2012-hyundai-azera-33l-dohc/7234327137.html,ca,los angeles,2012,hyundai,azera,3800,,,gas,,clean,automatic,,,,,black,https://images.craigslist.org/00M0M_ceVfAC9tozO_0CI0lM_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2019-ford-fusion-hybrid/7234326988.html,ca,los angeles,2019,ford,fusion hybrid,17999,excellent,,gas,21171,clean,automatic,3FA6P0LU9KR134504,fwd,,sedan,,https://images.craigslist.org/00p0p_1GMebPUHcIX_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lgb/cto/d/surprise-1936-prostreet-ford-trades/7234326872.html,ca,los angeles,1936,ford,truck,49999,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00N0N_6pLiu4poNck_0CI0t2_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2009-ford-flex-se-1000/7234326791.html,ca,los angeles,2009,ford,flex,9999,excellent,,gas,148599,clean,automatic,2FMDK51C49BA70710,fwd,,wagon,,https://images.craigslist.org/00r0r_6RQqv3ZOF8h_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2007-ford-150-harley/7234326595.html,ca,los angeles,2007,ford,f-150,15998,excellent,,gas,133859,clean,automatic,1FTRW12537FA55280,rwd,,pickup,,https://images.craigslist.org/00505_ktnOSLKKnqc_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lac/cto/d/redondo-beach-2006-maserati-gransport/7234326430.html,ca,los angeles,2006,,Maserati Gransport,23900,excellent,8 cylinders,gas,24500,clean,other,,rwd,,convertible,silver,https://images.craigslist.org/00000_fJeh3p1ce2p_0CI0oA_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2001-ford-250-super-duty/7234326379.html,ca,los angeles,2001,ford,f-250,16999,excellent,,diesel,262648,clean,automatic,1FTNW21F31EC46421,4wd,,pickup,,https://images.craigslist.org/00t0t_5CI5BK9ZTwR_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2009-ford-flex-limited/7234326193.html,ca,los angeles,2009,ford,flex,10499,excellent,,gas,113662,clean,automatic,2FMDK53C99BA07650,fwd,,wagon,,https://images.craigslist.org/00i0i_4nrbyoBAvGN_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lac/cto/d/lakewood-2007-nissan-xterra-clean-title/7234326126.html,ca,los angeles,2007,nissan,exterra,5400,excellent,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00j0j_8WWS7NdbFo8_0pN0jm_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2016-ford-focus-se-1000/7234325995.html,ca,los angeles,2016,ford,focus,9999,excellent,,gas,104518,clean,automatic,1FADP3F2XGL255793,fwd,,sedan,,https://images.craigslist.org/00K0K_ji3Td1yi4az_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2005-ford-450-xl/7234325784.html,ca,los angeles,2005,ford,f-450,21998,excellent,,gas,147602,clean,automatic,1FDXF46Y45EC97510,fwd,,pickup,white,https://images.craigslist.org/01111_brGxdJTE43l_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2007-dodge-nitro-sxt-1000/7234325558.html,ca,los angeles,2007,dodge,nitro,6998,excellent,,gas,160326,clean,automatic,1D8GT28K47W689976,rwd,,SUV,,https://images.craigslist.org/00U0U_aJTO8PgXzYK_0cU09G_600x450.jpg
https://losangeles.craigslist.org/ant/ctd/d/santa-ana-2010-chevrolet-chevy-express/7234325441.html,ca,los angeles,2010,chevrolet,express cargo,8995,,,gas,,clean,,1GCZGFBA1A1133311,,,other,white,https://images.craigslist.org/00m0m_c3K8fzZFoNK_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2002-ford-series-wagon/7234325355.html,ca,los angeles,2002,ford,e-series wagon,8999,excellent,,gas,178271,clean,automatic,1FBSS31L22HA36424,rwd,,mini-van,silver,https://images.craigslist.org/00H0H_fP4xeTkYuj4_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2007-toyota-tundra-sr5/7234325277.html,ca,los angeles,2007,toyota,tundra,15995,,,gas,158740,clean,automatic,5TFRU541X7X004263,fwd,,pickup,,https://images.craigslist.org/00g0g_6lgcWkr0HH8_0bM06C_600x450.jpg
https://losangeles.craigslist.org/ant/ctd/d/panorama-city-2004-subaru-outback-awd/7234325142.html,ca,los angeles,2004,subaru,outback,3500,excellent,4 cylinders,gas,,clean,manual,,4wd,full-size,wagon,white,https://images.craigslist.org/01717_i1gqqORBjwG_0t20CI_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2011-gmc-acadia-sle-1000/7234325162.html,ca,los angeles,2011,gmc,acadia,10999,excellent,,gas,107350,clean,automatic,1GKKRPED7BJ284411,fwd,,SUV,,https://images.craigslist.org/00l0l_l1VzX0SaNB1_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lgb/ctd/d/orange-only-28k-miles-reliable-2017/7234325064.html,ca,los angeles,2017,toyota,corolla le,14997,like new,4 cylinders,gas,28000,clean,automatic,,,,sedan,white,https://images.craigslist.org/01515_drhnQXF0Ckk_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2012-chevrolet-express/7234324966.html,ca,los angeles,2012,chevrolet,express passenger,16998,excellent,,gas,56488,clean,automatic,1GAWGRFG7C1144750,rwd,,mini-van,,https://images.craigslist.org/00g0g_eE4FR8JNQvX_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2014-chrysler-town/7234324749.html,ca,los angeles,2014,chrysler,town & country,10999,excellent,,gas,113108,clean,automatic,2C4RC1BG2ER211616,fwd,,mini-van,,https://images.craigslist.org/00B0B_jqczDTNdLe1_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2012-kia-optima-hybrid-lx/7234324520.html,ca,los angeles,2012,kia,optima hybrid,8497,excellent,,gas,142319,clean,automatic,KNAGM4AD5C5012211,fwd,,sedan,,https://images.craigslist.org/00707_c3O8af2r6SS_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2013-hyundai-sonata-gls/7234324342.html,ca,los angeles,2013,hyundai,sonata,6987,good,4 cylinders,gas,90532,clean,automatic,5NPEB4ACXDH603675,fwd,,sedan,white,https://images.craigslist.org/00909_iqzCClulclC_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2001-chevrolet-silverado/7234324293.html,ca,los angeles,2001,chevrolet,silverado 3500,14999,excellent,,gas,69298,clean,automatic,1GCJC39G51F114829,rwd,,pickup,,https://images.craigslist.org/00b0b_iLeQmENlkqz_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2004-infiniti-fx-down/7234324128.html,ca,los angeles,2004,infiniti,fx35,6999,excellent,,gas,307453,clean,automatic,JNRAS08W54X201770,4wd,,SUV,,https://images.craigslist.org/00f0f_WIWRoZVuFO_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2011-hyundai-genesis-coupe-20/7234324093.html,ca,los angeles,2011,hyundai,genesis coupe,9497,good,4 cylinders,gas,80469,clean,automatic,KMHHT6KD3BU044028,rwd,mid-size,coupe,white,https://images.craigslist.org/01515_82FCSYQAhTe_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2014-mercedes-benz-cla-class/7234324007.html,ca,los angeles,2014,mercedes-benz,cla-class,13997,good,4 cylinders,gas,89259,clean,automatic,WDDSJ4EB8EN038423,fwd,,sedan,blue,https://images.craigslist.org/00S0S_3Ti7Hjtwl4u_0ak07K_600x450.jpg
https://losangeles.craigslist.org/lgb/ctd/d/orange-2018-subaru-wrx-eazy-financing/7234323971.html,ca,los angeles,2018,subaru,wrx,3500,excellent,4 cylinders,gas,30000,clean,manual,,,,,grey,https://images.craigslist.org/00202_eEPJms5ctlc_0Yi0LB_600x450.jpg
https://losangeles.craigslist.org/lgb/ctd/d/bellflower-2018-toyota-hr-xle/7234323935.html,ca,los angeles,2018,toyota,c-hr,0,,,gas,119435,clean,automatic,NMTKHMBXXJR036083,fwd,full-size,SUV,,https://images.craigslist.org/00N0N_ebXbZ5vTmJW_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/los-angeles-2016-kia-sedona-lx/7234323916.html,ca,los angeles,2016,kia,sedona,14995,,,gas,47765,clean,automatic,KNDMB5C11G6182764,,,van,,https://images.craigslist.org/00k0k_hLbrwMthS1j_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2015-mazda-mazda3-sport/7234323917.html,ca,los angeles,2015,mazda,mazda3,10996,excellent,,gas,100362,clean,automatic,3MZBM1U75FM136069,fwd,,sedan,,https://images.craigslist.org/00n0n_gHLCBO3EbV0_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lgb/cto/d/la-mirada-2014-hyundai-sonata-gls/7234323710.html,ca,los angeles,2014,hyundai,sonata gls,7200,good,,gas,120000,clean,other,,,full-size,sedan,blue,https://images.craigslist.org/00202_r17lq4z1J7_0dm0hO_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2018-kia-rio-door-lx-1000/7234323696.html,ca,los angeles,2018,kia,rio 5-door,12998,excellent,,gas,27469,clean,automatic,3KPA25AB2JE074413,fwd,,wagon,,https://images.craigslist.org/00j0j_eABCwhh7Sgi_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2017-lexus-ct-200h-base/7234323678.html,ca,los angeles,2017,lexus,ct 200h,15797,good,4 cylinders,hybrid,50929,clean,automatic,JTHKD5BH2H2286140,fwd,,hatchback,grey,https://images.craigslist.org/00u0u_9iLSMcIqYjE_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2006-ford-250-super-duty/7234323408.html,ca,los angeles,2006,ford,f-250,8998,excellent,,gas,263397,clean,automatic,1FTSX21566ED29792,4wd,,pickup,,https://images.craigslist.org/00U0U_fIJv5zasqCO_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2016-volkswagen-tiguan-4motion/7234323281.html,ca,los angeles,2016,volkswagen,tiguan,10997,good,4 cylinders,gas,63857,clean,automatic,WVGBV7AX1GW591554,4wd,full-size,SUV,grey,https://images.craigslist.org/00V0V_iRhfvcAaxgm_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2004-honda-civic-value/7234323169.html,ca,los angeles,2004,honda,civic,5997,excellent,,gas,114200,clean,automatic,2HGES16334H635563,fwd,,sedan,,https://images.craigslist.org/00505_4y1XGNghWNY_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lac/ctd/d/buena-park-2010-bmw-series-750li/7234323115.html,ca,los angeles,2010,bmw,7 series,12995,,8 cylinders,gas,108211,clean,automatic,,rwd,full-size,sedan,white,https://images.craigslist.org/00r0r_a424sxXyoL4_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2016-ford-escape-titanium/7234322970.html,ca,los angeles,2016,ford,escape,13998,excellent,,gas,87049,clean,automatic,1FMCU0J96GUB99620,fwd,,SUV,,https://images.craigslist.org/00V0V_15O7vePJBwk_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lgb/ctd/d/orange-36-mpg-super-reliable-2009-honda/7234322735.html,ca,los angeles,2009,honda,civic,7997,excellent,4 cylinders,gas,,clean,automatic,,,,sedan,white,https://images.craigslist.org/00808_fxufXKngNlb_0ak07H_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2007-jeep-wrangler-s-1000/7234322721.html,ca,los angeles,2007,jeep,wrangler,14997,excellent,,gas,168304,clean,manual,1J8FA24107L115429,4wd,,SUV,black,https://images.craigslist.org/00202_3OwIn2mgheX_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2014-ford-fusion-se-1000/7234322513.html,ca,los angeles,2014,ford,fusion,8998,excellent,,gas,106170,clean,automatic,3FA6P0H76ER299269,fwd,,sedan,,https://images.craigslist.org/00n0n_8ppKt4MFgUX_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/cto/d/encino-1994-mercedes-e320-convertible/7234322308.html,ca,los angeles,1994,mercedes-benz,e320 convertible,12900,excellent,,gas,80600,clean,automatic,,,,,,https://images.craigslist.org/00u0u_lbCMcbeTHoy_0CI0t2_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2014-ford-escape-titanium/7234322247.html,ca,los angeles,2014,ford,escape,12996,excellent,,gas,65791,clean,automatic,1FMCU0J9XEUB73633,fwd,,SUV,,https://images.craigslist.org/00C0C_6LoRafWfvTg_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sgv/ctd/d/glendora-2015-nissan-sentra-sv-4dr/7234322203.html,ca,los angeles,2015,nissan,sentra,6998,,,gas,94839,clean,automatic,3N1AB7AP7FL651594,fwd,,sedan,,https://images.craigslist.org/00r0r_hKirhmi7SdO_09G07g_600x450.jpg
https://losangeles.craigslist.org/wst/ctd/d/van-nuys-2010-nissan-sentra-20-20-4dr/7234322090.html,ca,los angeles,2010,nissan,sentra,6995,,,gas,123884,clean,automatic,3N1AB6AP1AL706897,fwd,,sedan,white,https://images.craigslist.org/00V0V_kuInALnAXKo_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lac/cto/d/glendale-2007-bmw-328i/7234322014.html,ca,los angeles,2007,bmw,328i,5600,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/01111_ll9UjZcRy7u_1320MM_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2006-ford-focus-zx4-se/7234321936.html,ca,los angeles,2006,ford,focus,3497,excellent,,gas,154547,clean,automatic,1FAHP34NX6W246054,fwd,,sedan,grey,https://images.craigslist.org/00707_6FAVtXtaUAV_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2005-mercedes-benz-clk/7234321720.html,ca,los angeles,2005,mercedes-benz,clk,6998,excellent,,gas,110571,clean,automatic,WDBTK65J65F148653,rwd,,convertible,,https://images.craigslist.org/00Q0Q_6TWcSMCAtHJ_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2017-honda-civic-ex-1000/7234321536.html,ca,los angeles,2017,honda,civic,18497,excellent,,gas,19733,clean,automatic,2HGFC2F74HH561876,fwd,,sedan,,https://images.craigslist.org/00C0C_ik2uEM3tKJb_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2013-ford-150-xlt-1000/7234321301.html,ca,los angeles,2013,ford,f-150,11997,excellent,,gas,200115,clean,automatic,1FTFW1ET8DFA55073,4wd,,pickup,,https://images.craigslist.org/01111_aclwjaCowoJ_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2007-kia-sorento-lx-1000/7234321093.html,ca,los angeles,2007,kia,sorento,5998,excellent,,gas,127534,clean,automatic,KNDJD736X75734255,rwd,,SUV,,https://images.craigslist.org/00i0i_4xjMH7QEZ0f_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2001-chevrolet-2500-hd/7234320892.html,ca,los angeles,2001,chevrolet,2500,7997,excellent,,gas,241958,clean,automatic,1GBHC24U81E335616,,,,white,https://images.craigslist.org/00y0y_eVyUXl2cTBd_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lac/cto/d/bellflower-2008-lexus-es350-clean-title/7234320787.html,ca,los angeles,2008,lexus,es350,5900,excellent,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00q0q_1wG1xnhQYJA_0pN0jm_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2006-gmc-sierra-2500-sle1/7234320756.html,ca,los angeles,2006,gmc,sierra 2500,14999,excellent,,diesel,346651,clean,automatic,1GTHK23D06F191917,4wd,,pickup,,https://images.craigslist.org/00V0V_fz18MVyeyKA_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2010-acura-mdx-sh-awd/7234320590.html,ca,los angeles,2010,acura,mdx,13998,excellent,,gas,114876,clean,automatic,2HNYD2H23AH510424,4wd,,SUV,,https://images.craigslist.org/00D0D_autY2FRxppX_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2015-mazda-mazda3-touring/7234320413.html,ca,los angeles,2015,mazda,mazda3,12497,excellent,,gas,48952,clean,automatic,JM1BM1L73F1242487,fwd,,hatchback,grey,https://images.craigslist.org/00808_kIIcX8bSba5_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2002-ford-focus-zts-1000/7234320245.html,ca,los angeles,2002,ford,focus,5998,excellent,,gas,69405,clean,automatic,1FAFP38392W320459,fwd,,sedan,grey,https://images.craigslist.org/00P0P_lnTPgoqz7Bn_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2013-ram-1500-slt-crew-cab-swb/7234320140.html,ca,los angeles,2013,ram,1500,17997,good,8 cylinders,gas,76507,clean,automatic,1C6RR7LP9DS705315,4wd,full-size,truck,grey,https://images.craigslist.org/00606_97japPzdfG9_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2013-dodge-grand-caravan/7234320066.html,ca,los angeles,2013,dodge,grand caravan,9999,excellent,,gas,243080,clean,automatic,2C7WDGBG9DR780743,fwd,,mini-van,,https://images.craigslist.org/00C0C_gxiDudLNfDF_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2010-ford-250-super-duty/7234319896.html,ca,los angeles,2010,ford,f-250,9998,excellent,,gas,160274,clean,automatic,1FTNF2A52AEA79427,rwd,,pickup,,https://images.craigslist.org/00N0N_d2reAXlNqtc_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lac/ctd/d/buena-park-2018-mercedes-benz-cla-cla/7234319862.html,ca,los angeles,2018,mercedes-benz,cla,26395,,4 cylinders,gas,33426,clean,automatic,,fwd,sub-compact,sedan,white,https://images.craigslist.org/00D0D_9Z4xNkaHY8L_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2017-honda-civic-ex-sedan-cvt/7234319779.html,ca,los angeles,2017,honda,civic,13491,good,4 cylinders,gas,61719,clean,automatic,2HGFC1F34HH652136,fwd,,sedan,white,https://images.craigslist.org/00000_jeFCl6YQGNN_0ak07K_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2012-kia-soul-down/7234319679.html,ca,los angeles,2012,kia,soul,6697,excellent,,gas,154648,clean,automatic,KNDJT2A63C7357131,fwd,,wagon,,https://images.craigslist.org/00j0j_CFgrwOGxmy_0cU09G_600x450.jpg
https://losangeles.craigslist.org/lgb/ctd/d/orange-wheel-drive-honda-best-2013/7234319611.html,ca,los angeles,2013,honda,pilot ex-l,0,excellent,,gas,74000,clean,automatic,,4wd,,SUV,grey,https://images.craigslist.org/00S0S_c5Gc0wNmomM_0ab07x_600x450.jpg
https://losangeles.craigslist.org/ant/ctd/d/la-crescenta-2013-audi-a4-premium/7234319528.html,ca,los angeles,2013,audi,a4,12995,,,gas,76841,clean,automatic,WAUAFAFL9DA179663,,compact,sedan,black,https://images.craigslist.org/00F0F_b2TD5JMZcuQ_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2007-mitsubishi-eclipse/7234319478.html,ca,los angeles,2007,mitsubishi,eclipse,5998,excellent,,gas,157979,clean,automatic,4A3AK64F67E068538,fwd,,hatchback,,https://images.craigslist.org/00K0K_ikjrBB6ZQAT_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2014-dodge-grand-caravan/7234319356.html,ca,los angeles,2014,dodge,grand caravan,9999,excellent,,gas,274379,clean,automatic,2C7WDGBG0ER318363,fwd,,mini-van,,https://images.craigslist.org/01313_cX28yEaBnx2_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2002-chevrolet-express/7234319170.html,ca,los angeles,2002,chevrolet,express,9998,excellent,,gas,119083,clean,automatic,1GBJG31R121145077,rwd,,mini-van,white,https://images.craigslist.org/00b0b_aFdLPLHFPEM_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2016-kia-optima-lx-1000/7234319041.html,ca,los angeles,2016,kia,optima,12496,excellent,,gas,58751,clean,automatic,5XXGT4L36GG120963,fwd,,sedan,,https://images.craigslist.org/00Q0Q_hcKu13pW7MM_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/panorama-city-2004-dodge-ram-1500-st/7234318913.html,ca,los angeles,2004,ram,1500,7997,excellent,,gas,145633,clean,automatic,1D7HA18D24J175563,rwd,,pickup,white,https://images.craigslist.org/00f0f_hPhZzp43Wqf_0cU09G_600x450.jpg
https://losangeles.craigslist.org/sfv/ctd/d/garden-grove-2013-chevrolet-chevy-cruze/7234318891.html,ca,los angeles,2013,chevrolet,cruze,5999,,,gas,94896,clean,,1G1PJ5SB8D7122568,,,sedan,blue,https://images.craigslist.org/00D0D_4sAwYv48z0k_0jm0ew_600x450.jpg
