id,url,region,region_url,price,years,manufacturer,model,conditions,cylinders,fuel,odometer,title_status,transmission,VIN,drive,sizes,types,paint_color,image_url,county,state,latitude,longitude
7231831740,https://newyork.craigslist.org/que/cto/d/elmont-2009-mercedes-benz-e350-4matic/7231831740.html,"new york city",https://newyork.craigslist.org,8500,2009,mercedes-benz,"benz e350",excellent,"6 cylinders",gas,124000,clean,automatic,NULL,4wd,full-size,sedan,white,https://images.craigslist.org/01212_237lYWnSaOx_0CI0t2_600x450.jpg,NULL,ny,40.6976,-73.7049
7231831924,https://newyork.craigslist.org/brk/ctd/d/2012-infiniti-g37/7231831924.html,"new york city",https://newyork.craigslist.org,11595,2012,infiniti,g37x,"like new","6 cylinders",gas,123211,clean,automatic,NULL,4wd,full-size,sedan,grey,https://images.craigslist.org/00404_8Uega0IfIO4_0CI0t2_600x450.jpg,NULL,ny,40.6505,-73.9349
7231832550,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2012-ford-explorer-limited-awd/7231832550.html,"new york city",https://newyork.craigslist.org,12900,2012,ford,"explorer limited",excellent,"6 cylinders",gas,67200,clean,automatic,NULL,4wd,full-size,SUV,grey,https://images.craigslist.org/00r0r_15QhwzgrP0m_0CI0t2_600x450.jpg,NULL,ny,40.5979,-73.9743
7231832599,https://newyork.craigslist.org/brk/cto/d/brooklyn-2015-toyota-prius/7231832599.html,"new york city",https://newyork.craigslist.org,15495,2015,toyota,"prius c",excellent,"4 cylinders",hybrid,37250,lien,automatic,JTDKDTB39F1586139,fwd,compact,hatchback,white,https://images.craigslist.org/00v0v_cCX0PoOjVuV_0CI0t2_600x450.jpg,NULL,ny,40.6816,-73.9798
7231832776,https://newyork.craigslist.org/lgi/ctd/d/rockville-centre-2006-mercedes-benz/7231832776.html,"new york city",https://newyork.craigslist.org,6600,2006,mercedes-benz,e350,"like new","6 cylinders",gas,145999,clean,automatic,WDBUF87J16X207234,4wd,NULL,sedan,silver,https://images.craigslist.org/00g0g_8eiCqxwRwcl_0ak07K_600x450.jpg,NULL,ny,40.656811,-73.630199
7231832948,https://newyork.craigslist.org/brk/ctd/d/2009-honda-pilot-touring/7231832948.html,"new york city",https://newyork.craigslist.org,11695,2009,honda,"pilot touring","like new","6 cylinders",gas,140215,clean,automatic,NULL,4wd,full-size,SUV,grey,https://images.craigslist.org/00O0O_kRw9ERqQ52m_0CI0t2_600x450.jpg,NULL,ny,40.6505,-73.9349
7231832951,https://newyork.craigslist.org/lgi/ctd/d/massapequa-park-2008-ford-350-sd-36/7231832951.html,"new york city",https://newyork.craigslist.org,19995,2008,ford,f-350,excellent,NULL,diesel,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00000_522Cf067hYw_0ak07K_600x450.jpg,NULL,ny,40.6682,-73.4588
7231833413,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2010-toyota-camry-hybrid/7231833413.html,"new york city",https://newyork.craigslist.org,3800,2010,toyota,camry,good,"4 cylinders",gas,165588,clean,automatic,4T1BB3EKXAU111983,fwd,full-size,sedan,white,https://images.craigslist.org/00F0F_2cyiMwotslz_0jm0ew_600x450.jpg,NULL,ny,40.575124,-73.94971
7231833576,https://newyork.craigslist.org/brk/ctd/d/2016-honda-accord-sport/7231833576.html,"new york city",https://newyork.craigslist.org,14995,2016,honda,"accord sport","like new","4 cylinders",gas,93512,clean,automatic,NULL,fwd,full-size,sedan,black,https://images.craigslist.org/00S0S_2B5VtFVKfpl_0ak07K_600x450.jpg,NULL,ny,40.6505,-73.9349
7231833913,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2010-honda-pilot-seater-4x4/7231833913.html,"new york city",https://newyork.craigslist.org,3800,2010,honda,pilot,NULL,NULL,gas,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00U0U_5gaLqlzkpCz_0pO0jm_600x450.jpg,NULL,ny,40.6205,-73.9239
7231834288,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2015-toyota-camry/7231834288.html,"new york city",https://newyork.craigslist.org,12900,2015,toyota,camry,"like new",NULL,gas,86000,clean,automatic,NULL,NULL,NULL,sedan,white,https://images.craigslist.org/00I0I_abraM7evi40_0CI0t2_600x450.jpg,NULL,ny,40.598552,-73.99734
7231834521,https://newyork.craigslist.org/que/ctd/d/2008-audi-tt-32-quattro-awd-2dr/7231834521.html,"new york city",https://newyork.craigslist.org,12995,2008,audi,tt,excellent,NULL,gas,57350,clean,automatic,TRURD38J081011926,4wd,NULL,convertible,silver,https://images.craigslist.org/00c0c_4qq98K28lNi_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231834921,https://newyork.craigslist.org/brk/ctd/d/2010-infiniti-g37/7231834921.html,"new york city",https://newyork.craigslist.org,10695,2010,infiniti,g37x,new,"6 cylinders",gas,112451,clean,automatic,NULL,4wd,compact,sedan,grey,https://images.craigslist.org/00r0r_daqjFSwMmsx_0CI0t2_600x450.jpg,NULL,ny,40.643597,-73.92951
7231835389,https://newyork.craigslist.org/lgi/ctd/d/rockville-centre-2009-honda-fit-sport/7231835389.html,"new york city",https://newyork.craigslist.org,7000,2009,honda,"fit sport hatchback","like new","4 cylinders",gas,64297,clean,manual,JHMGE87459S037312,fwd,NULL,hatchback,blue,https://images.craigslist.org/01616_gPOjAeGLdk5_0ak07K_600x450.jpg,NULL,ny,40.656795,-73.630071
7231835629,https://newyork.craigslist.org/brk/ctd/d/2012-acura-mdx-94k-owner/7231835629.html,"new york city",https://newyork.craigslist.org,15995,2012,acura,mdx,new,"6 cylinders",gas,94362,clean,automatic,NULL,4wd,full-size,SUV,grey,https://images.craigslist.org/00Z0Z_lp56o2Tjgi3_0CI0t2_600x450.jpg,NULL,ny,40.643597,-73.92951
7231837112,https://newyork.craigslist.org/brk/ctd/d/passaic-2019-dodge-charger-srt-hellcat/7231837112.html,"new york city",https://newyork.craigslist.org,0,2019,dodge,charger,NULL,NULL,gas,11023,clean,NULL,2C3CDXL90KH732913,rwd,full-size,sedan,silver,https://images.craigslist.org/00j0j_dLG5dR08N5R_0fu0fu_600x450.jpg,NULL,ny,40.854573,-74.120219
7231837427,https://newyork.craigslist.org/brk/ctd/d/2011-cadillac-srx-luxury-collection-awd/7231837427.html,"new york city",https://newyork.craigslist.org,12995,2011,cadillac,"srx luxury collection","like new","6 cylinders",gas,101510,clean,automatic,NULL,4wd,full-size,SUV,brown,https://images.craigslist.org/00s0s_ctxU1mBGm5g_0CI0t2_600x450.jpg,NULL,ny,40.6505,-73.9349
7231837819,https://newyork.craigslist.org/lgi/ctd/d/rockville-centre-2013-infiniti-g37/7231837819.html,"new york city",https://newyork.craigslist.org,16800,2013,infiniti,"g37x awd sedan","like new","6 cylinders",gas,43872,clean,automatic,JN1CV6AR6DM755332,4wd,NULL,sedan,black,https://images.craigslist.org/00k0k_hl8OhlxHVQa_0ak07K_600x450.jpg,NULL,ny,40.656729,-73.630114
7231837906,https://newyork.craigslist.org/que/ctd/d/2018-bmw-series-740i-xdrive-awd-4dr/7231837906.html,"new york city",https://newyork.craigslist.org,39995,2018,bmw,"7 series",excellent,NULL,gas,33427,clean,automatic,WBA7E4C57JGV23696,4wd,NULL,sedan,black,https://images.craigslist.org/00e0e_jLJjQwrYbAz_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231838605,https://newyork.craigslist.org/brk/cto/d/brooklyn-1999-range-rover-for-sale/7231838605.html,"new york city",https://newyork.craigslist.org,2200,1999,rover,hse,good,NULL,gas,110000,clean,automatic,NULL,4wd,NULL,SUV,black,https://images.craigslist.org/00B0B_3Y3LLwkhnaV_0CI0t2_600x450.jpg,NULL,ny,40.6637,-73.983
7231839668,https://newyork.craigslist.org/brk/ctd/d/2013-nissan-rogue-sl-year-warranty/7231839668.html,"new york city",https://newyork.craigslist.org,11995,2013,nissan,"rogue sl","like new","4 cylinders",gas,81395,clean,automatic,NULL,4wd,full-size,SUV,black,https://images.craigslist.org/00606_lHlaIzD1n7a_0ak07K_600x450.jpg,NULL,ny,40.6505,-73.9349
7231839700,https://newyork.craigslist.org/jsy/ctd/d/massapequa-park-2007-dodge-sprinter/7231839700.html,"new york city",https://newyork.craigslist.org,13995,2007,dodge,"sprinter 2500",excellent,NULL,diesel,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00o0o_1yIrgL5qfsF_0ak07K_600x450.jpg,NULL,ny,40.6682,-73.4588
7231840588,https://newyork.craigslist.org/brk/ctd/d/2009-honda-odyssey-exl-navi-dvd/7231840588.html,"new york city",https://newyork.craigslist.org,8695,2009,honda,"odyssey exl","like new","6 cylinders",gas,123798,clean,automatic,NULL,4wd,mid-size,mini-van,red,https://images.craigslist.org/01313_3nu89B1lWZw_0ak07K_600x450.jpg,NULL,ny,40.6505,-73.9349
7231841010,https://newyork.craigslist.org/que/cto/d/brooklyn-1941-dodge-d19-luxury-liner/7231841010.html,"new york city",https://newyork.craigslist.org,5500,1941,dodge,brothers,good,"6 cylinders",gas,999999,missing,automatic,NULL,rwd,full-size,sedan,green,https://images.craigslist.org/00p0p_7AZBuhZu7dZ_0CI0t2_600x450.jpg,NULL,ny,40.6368,-73.95
7231841381,https://newyork.craigslist.org/que/ctd/d/2017-bmw-series-330i-xdrive-awd-4dr/7231841381.html,"new york city",https://newyork.craigslist.org,20995,2017,bmw,"3 series",excellent,NULL,gas,69462,clean,automatic,WBA8D9C39HA004908,4wd,NULL,sedan,white,https://images.craigslist.org/00202_VMFEnVD3zx_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231842476,https://newyork.craigslist.org/brk/cto/d/brooklyn-2003-lincoln-continental-for/7231842476.html,"new york city",https://newyork.craigslist.org,2300,2003,lincoln,continental,excellent,"8 cylinders",gas,160000,clean,automatic,NULL,NULL,full-size,sedan,white,https://images.craigslist.org/00P0P_fVMyuLnQGyK_0CI0t2_600x450.jpg,NULL,ny,40.6637,-73.983
7231844806,https://newyork.craigslist.org/que/ctd/d/2017-bmw-series-540i-xdrive-awd-4dr/7231844806.html,"new york city",https://newyork.craigslist.org,32995,2017,bmw,"5 series",excellent,NULL,gas,47117,clean,automatic,WBAJE7C37HG478677,4wd,NULL,sedan,green,https://images.craigslist.org/00y0y_83ONNBCvJIy_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231845599,https://newyork.craigslist.org/brk/cto/d/brooklyn-2015-hyundai-sonata-sport/7231845599.html,"new york city",https://newyork.craigslist.org,7250,2015,hyundai,"sonata sport",NULL,NULL,gas,90432,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00O0O_io0BZDz5snZ_0CI0t2_600x450.jpg,NULL,ny,40.6205,-73.9239
7231846182,https://newyork.craigslist.org/brk/cto/d/brooklyn-2007-hummer-h3-6500/7231846182.html,"new york city",https://newyork.craigslist.org,6500,2007,NULL,"hummer h3",NULL,NULL,gas,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00n0n_c0YPBUOHIlr_0t20CI_600x450.jpg,NULL,ny,40.6011,-73.9475
7231847792,https://newyork.craigslist.org/wch/ctd/d/massapequa-park-2009-chevrolet-1500/7231847792.html,"new york city",https://newyork.craigslist.org,11500,2009,chevrolet,g-1500,excellent,NULL,diesel,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/01010_eniLOBmxgEv_0ak07K_600x450.jpg,NULL,ny,40.6682,-73.4588
7231847874,https://newyork.craigslist.org/brk/cto/d/brooklyn-2000-honda-accord-1800/7231847874.html,"new york city",https://newyork.craigslist.org,1800,2000,honda,accord,NULL,NULL,gas,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00e0e_baH1d8WdTCH_0t20CI_600x450.jpg,NULL,ny,40.5979,-73.9743
7231848384,https://newyork.craigslist.org/que/ctd/d/2017-bmw-series-540i-xdrive-awd-4dr/7231848384.html,"new york city",https://newyork.craigslist.org,34995,2017,bmw,"5 series",excellent,NULL,gas,43138,clean,automatic,WBAJE7C35HG890757,4wd,NULL,sedan,blue,https://images.craigslist.org/00x0x_7vL4I979a82_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231849077,https://newyork.craigslist.org/brk/cto/d/brooklyn-2010-ford-transit-connect/7231849077.html,"new york city",https://newyork.craigslist.org,6500,2010,ford,"transit connect",good,"4 cylinders",gas,84009,clean,automatic,NULL,fwd,compact,mini-van,white,https://images.craigslist.org/00v0v_gLwdPA15Rjz_0CI0t2_600x450.jpg,NULL,ny,40.6505,-73.9349
7231849145,https://newyork.craigslist.org/brk/cto/d/brooklyn-2011-ford-expedition-4x4/7231849145.html,"new york city",https://newyork.craigslist.org,7200,2011,ford,expedition,excellent,"8 cylinders",gas,NULL,clean,automatic,NULL,4wd,NULL,SUV,NULL,https://images.craigslist.org/00000_3RNhtmAnpS4_0t20CI_600x450.jpg,NULL,ny,40.5979,-73.9743
7231849380,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2004-range-rover-for-sale/7231849380.html,"new york city",https://newyork.craigslist.org,5500,2004,rover,hse,excellent,"8 cylinders",gas,110000,clean,automatic,NULL,4wd,full-size,SUV,black,https://images.craigslist.org/00h0h_3ue1akzRvv3_0ia0CI_600x450.jpg,NULL,ny,40.6637,-73.983
7231849407,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2006-bmw-x3-awd/7231849407.html,"new york city",https://newyork.craigslist.org,3800,2006,bmw,"x3 3.0si","like new",NULL,gas,NULL,clean,automatic,NULL,4wd,NULL,SUV,white,https://images.craigslist.org/00Z0Z_4XzegfowXz8_0t50j8_600x450.jpg,NULL,ny,40.6016,-73.9968
7231850269,https://newyork.craigslist.org/brk/cto/d/brooklyn-2006-ford-five-hundred-limited/7231850269.html,"new york city",https://newyork.craigslist.org,3500,2006,ford,"five hundred limited",excellent,"6 cylinders",gas,NULL,clean,automatic,NULL,fwd,NULL,sedan,NULL,https://images.craigslist.org/00S0S_9Tr9Y6ixJj3_0t20CI_600x450.jpg,NULL,ny,40.5979,-73.9743
7231850472,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2012-volkswagen-tiguan/7231850472.html,"new york city",https://newyork.craigslist.org,8900,2012,volkswagen,tiguan,"like new","4 cylinders",gas,96000,clean,automatic,NULL,NULL,NULL,SUV,blue,https://images.craigslist.org/00a0a_lXrvC9EyMuJ_0CI0t2_600x450.jpg,NULL,ny,40.598552,-73.99734
7231851264,https://newyork.craigslist.org/que/cto/d/ozone-park-2003-honda-element/7231851264.html,"new york city",https://newyork.craigslist.org,3900,2003,honda,element,NULL,NULL,gas,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00P0P_ed1qr6WhDpU_0c60ae_600x450.jpg,NULL,ny,40.6769,-73.8448
7231851751,https://newyork.craigslist.org/que/cto/d/woodside-2005-dodge-mercedes-sprinter/7231851751.html,"new york city",https://newyork.craigslist.org,12995,2005,dodge,"sprinter 2500",NULL,NULL,diesel,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00l0l_b9whzpvsk0R_0CI0t2_600x450.jpg,NULL,ny,40.745,-73.9069
7231851865,https://newyork.craigslist.org/que/cto/d/ozone-park-2001-acura-tl-owner/7231851865.html,"new york city",https://newyork.craigslist.org,2900,2001,acura,tl,NULL,NULL,gas,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00202_fAkiyMEjKTp_09V09e_600x450.jpg,NULL,ny,40.6769,-73.8448
7231852037,https://newyork.craigslist.org/que/ctd/d/2017-bmw-x6-xdrive35i-awd-4dr-suv/7231852037.html,"new york city",https://newyork.craigslist.org,39995,2017,bmw,x6,excellent,NULL,gas,36265,clean,automatic,5UXKU2C50H0N85415,4wd,NULL,SUV,black,https://images.craigslist.org/00h0h_8B2Ikdoa12I_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231853308,https://newyork.craigslist.org/que/ctd/d/jamaica-2009-chevrolet-impala-lt-sedan/7231853308.html,"new york city",https://newyork.craigslist.org,7995,2009,chevrolet,impala,excellent,NULL,gas,76303,clean,automatic,2G1WT57N591262137,NULL,NULL,sedan,NULL,https://images.craigslist.org/00h0h_kQnvtWq6FFG_0ak07K_600x450.jpg,NULL,ny,40.703816,-73.815715
7231853428,https://newyork.craigslist.org/que/ctd/d/jamaica-2009-honda-civic-sedan/7231853428.html,"new york city",https://newyork.craigslist.org,8995,2009,honda,civic,excellent,NULL,gas,43159,clean,automatic,1HGFA16899L021100,NULL,NULL,sedan,NULL,https://images.craigslist.org/00S0S_45K8SdArRso_0ak07K_600x450.jpg,NULL,ny,40.703816,-73.815715
7231853510,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2011-bmw-328i-xdrive-awd-fully/7231853510.html,"new york city",https://newyork.craigslist.org,5400,2011,bmw,"328xi awd",excellent,NULL,gas,132011,clean,automatic,NULL,4wd,NULL,sedan,silver,https://images.craigslist.org/00P0P_5WExMRbeIKo_0tQ0ja_600x450.jpg,NULL,ny,40.6016,-73.9968
7231853606,https://newyork.craigslist.org/que/ctd/d/jamaica-2017-hyundai-accent-sedan/7231853606.html,"new york city",https://newyork.craigslist.org,11495,2017,hyundai,accent,excellent,NULL,gas,46250,clean,automatic,KMHCT4AE4HU277434,NULL,NULL,sedan,NULL,https://images.craigslist.org/00C0C_hFAiH6kmhtU_0ak07K_600x450.jpg,NULL,ny,40.703816,-73.815715
7231853798,https://newyork.craigslist.org/que/ctd/d/jamaica-2014-mercedes-benz-cla-class/7231853798.html,"new york city",https://newyork.craigslist.org,19995,2014,mercedes-benz,cla-class,excellent,NULL,gas,82678,clean,automatic,WDDSJ4GB5EN112295,NULL,NULL,sedan,NULL,https://images.craigslist.org/00q0q_dPhGBZEKQjI_0ak07K_600x450.jpg,NULL,ny,40.703816,-73.815715
7231853955,https://newyork.craigslist.org/wch/ctd/d/waterbury-2005-acura-tl-4dr-sdn-at-nav/7231853955.html,"new york city",https://newyork.craigslist.org,7950,2005,acura,tl,NULL,NULL,gas,124914,clean,automatic,19UUA66215A074606,NULL,NULL,sedan,NULL,https://images.craigslist.org/00f0f_ihk261CMSmf_0ew0aT_600x450.jpg,NULL,ny,41.552532,-72.999092
7231854560,https://newyork.craigslist.org/brx/ctd/d/wood-ridge-2005-toyota-camry-le-sedan/7231854560.html,"new york city",https://newyork.craigslist.org,3549,2005,toyota,camry,NULL,NULL,gas,151637,clean,automatic,4T1BE32K05U598452,fwd,NULL,sedan,white,https://images.craigslist.org/00101_5unxUjXPXw1_0ak07K_600x450.jpg,NULL,ny,40.862572,-74.096558
7231855070,https://newyork.craigslist.org/brk/cto/d/brooklyn-sell-your-car-truck-van-today/7231855070.html,"new york city",https://newyork.craigslist.org,1000,2015,honda,odyssey,NULL,NULL,gas,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00B0B_joXY0mpSI2y_0CI0t2_600x450.jpg,NULL,ny,40.6016,-73.9968
7231855576,https://newyork.craigslist.org/que/ctd/d/2016-bmw-series-750i-xdrive-awd-4dr/7231855576.html,"new york city",https://newyork.craigslist.org,39995,2016,bmw,"7 series",excellent,NULL,gas,26746,clean,automatic,WBA7F2C50GG416676,4wd,NULL,sedan,grey,https://images.craigslist.org/00s0s_2GpKzDrrOXo_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231855814,https://newyork.craigslist.org/que/cto/d/woodside-2012-ford-transit-connect/7231855814.html,"new york city",https://newyork.craigslist.org,7950,2012,ford,"transit connect",NULL,NULL,gas,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00B0B_euVqZ9NCOY7_0xS0pp_600x450.jpg,NULL,ny,40.745,-73.9069
7231858635,https://newyork.craigslist.org/lgi/cto/d/garden-city-1968-international-travelall/7231858635.html,"new york city",https://newyork.craigslist.org,20000,1968,NULL,"International Travelall",good,"8 cylinders",gas,127000,clean,automatic,NULL,4wd,full-size,NULL,NULL,https://images.craigslist.org/00p0p_grD7zLLXlo0_0uY0hq_600x450.jpg,NULL,ny,40.7245,-73.6487
7231859253,https://newyork.craigslist.org/fct/ctd/d/norwalk-2013-infiniti-g37-sedan/7231859253.html,"new york city",https://newyork.craigslist.org,16300,2013,infiniti,"g37 sedan",NULL,"6 cylinders",gas,56582,clean,automatic,JN1CV6AR2DM758633,4wd,NULL,sedan,white,https://images.craigslist.org/00303_dY8rxlcCzAH_0ak07K_600x450.jpg,NULL,ny,41.126127,-73.423315
7231859576,https://newyork.craigslist.org/que/ctd/d/2015-bmw-series-535i-xdrive-awd-4dr/7231859576.html,"new york city",https://newyork.craigslist.org,0,2015,bmw,"5 series",excellent,NULL,gas,0,clean,automatic,WBA5B3C5XFD545050,4wd,NULL,sedan,black,https://images.craigslist.org/00606_5Z76Y3KxrVN_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231859723,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2006-bmw-330xi-awd/7231859723.html,"new york city",https://newyork.craigslist.org,3800,2006,bmw,"330xi awd",excellent,NULL,gas,NULL,clean,automatic,NULL,4wd,NULL,sedan,grey,https://images.craigslist.org/00b0b_aKFb7uKQgLX_0tA0j8_600x450.jpg,NULL,ny,40.6016,-73.9968
7231860103,https://newyork.craigslist.org/que/ctd/d/jamaica-certified-2011-bmw-328xi-fully/7231860103.html,"new york city",https://newyork.craigslist.org,8499,2011,bmw,328xi,"like new","6 cylinders",gas,95000,clean,automatic,NULL,4wd,mid-size,sedan,silver,https://images.craigslist.org/00D0D_kqhf53ncBUg_0ew0aT_600x450.jpg,NULL,ny,40.6775,-73.7758
7231861212,https://newyork.craigslist.org/que/cto/d/springfield-gardens-2012-nissan-sentra/7231861212.html,"new york city",https://newyork.craigslist.org,4800,2012,nissan,sentra,good,"4 cylinders",gas,119000,clean,automatic,NULL,fwd,compact,sedan,silver,https://images.craigslist.org/01212_8pfihE4QXNr_12w0Mo_600x450.jpg,NULL,ny,40.6645,-73.7559
7231863176,https://newyork.craigslist.org/que/ctd/d/2019-chevrolet-equinox-lt-4x4-4dr-suv/7231863176.html,"new york city",https://newyork.craigslist.org,16995,2019,chevrolet,equinox,excellent,NULL,gas,42057,clean,automatic,3GNAXUEV2KS565039,4wd,NULL,SUV,silver,https://images.craigslist.org/00o0o_kurpZwK9Xk3_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231863820,https://newyork.craigslist.org/brk/cto/d/brooklyn-2012-toyota-prius/7231863820.html,"new york city",https://newyork.craigslist.org,6800,2012,toyota,"prius c",excellent,"4 cylinders",hybrid,129000,clean,automatic,JTDKDTB36C1521793,fwd,compact,hatchback,blue,https://images.craigslist.org/00505_98KJnHuC4W4_0rA0t2_600x450.jpg,NULL,ny,40.6174,-74.0121
7231864700,https://newyork.craigslist.org/que/ctd/d/jamaica-certified-2013-nissan-rogue/7231864700.html,"new york city",https://newyork.craigslist.org,7499,2013,nissan,rogue,"like new","4 cylinders",gas,81886,clean,automatic,NULL,4wd,full-size,SUV,grey,https://images.craigslist.org/00707_6HfnEUd3K3Q_0ew0aT_600x450.jpg,NULL,ny,40.680179,-73.762557
7231864942,https://newyork.craigslist.org/que/ctd/d/jamaica-certified-2016-honda-accord-ex/7231864942.html,"new york city",https://newyork.craigslist.org,10999,2016,honda,"accord ex-l","like new","4 cylinders",gas,80138,clean,automatic,NULL,fwd,full-size,sedan,white,https://images.craigslist.org/01414_8lNP3eTnCfI_0ew0aT_600x450.jpg,NULL,ny,40.691651,-73.779198
7231865122,https://newyork.craigslist.org/stn/cto/d/staten-island-1992-mustang-gt/7231865122.html,"new york city",https://newyork.craigslist.org,7000,1992,ford,"mustang gt",good,"8 cylinders",gas,90000,clean,manual,NULL,rwd,NULL,hatchback,white,https://images.craigslist.org/01010_eqEYbVBF8sz_0t20CI_600x450.jpg,NULL,ny,40.5791,-74.152
7231865167,https://newyork.craigslist.org/que/ctd/d/jamaica-certified-2012-mercedes-benz/7231865167.html,"new york city",https://newyork.craigslist.org,9999,2012,mercedes-benz,"c350 sport","like new","6 cylinders",gas,95000,clean,automatic,NULL,rwd,compact,coupe,black,https://images.craigslist.org/00303_3rmhDfd5yin_0ew0aT_600x450.jpg,NULL,ny,40.691651,-73.779198
7231866189,https://newyork.craigslist.org/stn/cto/d/staten-island-honda-accord-loaded/7231866189.html,"new york city",https://newyork.craigslist.org,4500,2003,honda,accord,NULL,"4 cylinders",gas,NULL,clean,automatic,NULL,fwd,NULL,NULL,black,https://images.craigslist.org/00A0A_gzdNInZWU2L_0CI0t2_600x450.jpg,NULL,ny,40.5457,-74.1792
7231867018,https://newyork.craigslist.org/que/ctd/d/2015-chevrolet-equinox-lt-awd-4dr-suv/7231867018.html,"new york city",https://newyork.craigslist.org,13995,2015,chevrolet,equinox,excellent,NULL,gas,61397,clean,automatic,2GNFLFEK5F6165595,4wd,NULL,SUV,NULL,https://images.craigslist.org/00c0c_9M6lejLs88e_09G07g_600x450.jpg,NULL,ny,NULL,NULL
7231867554,https://newyork.craigslist.org/brk/ctd/d/brooklyn-2016-ford-fiesta/7231867554.html,"new york city",https://newyork.craigslist.org,6900,2016,ford,fiesta,"like new","4 cylinders",gas,111000,clean,automatic,NULL,fwd,NULL,sedan,white,https://images.craigslist.org/00a0a_d2c9WhVRILP_0CI0t2_600x450.jpg,NULL,ny,40.598552,-73.99734
7231867692,https://newyork.craigslist.org/lgi/cto/d/baldwin-2016-nissan-nv-1500-cargo-van/7231867692.html,"new york city",https://newyork.craigslist.org,13800,2016,nissan,nv1500,NULL,NULL,gas,34000,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00000_khAMetotPpb_0pO0jm_600x450.jpg,NULL,ny,40.6548,-73.6097
7231869323,https://newyork.craigslist.org/que/ctd/d/fresh-meadows-2017-vw-volkswagen-golf/7231869323.html,"new york city",https://newyork.craigslist.org,23990,2017,volkswagen,"golf gti sport",good,NULL,gas,16877,clean,other,3VW547AU1HM064302,fwd,NULL,sedan,white,https://images.craigslist.org/00e0e_3JqSubYUDrP_0gw0co_600x450.jpg,NULL,ny,40.73,-73.79
7231869913,https://newyork.craigslist.org/fct/cto/d/danbury-2013-vw-gli-autobahn/7231869913.html,"new york city",https://newyork.craigslist.org,12999,2013,NULL,"volkswagon jetta",excellent,"4 cylinders",gas,76878,clean,manual,NULL,fwd,NULL,NULL,red,https://images.craigslist.org/00505_eYeEdP0tBys_05r07g_600x450.jpg,NULL,ny,41.3917,-73.4532
7231870176,https://newyork.craigslist.org/jsy/ctd/d/massapequa-park-2007-ford-super-duty-450/7231870176.html,"new york city",https://newyork.craigslist.org,12995,2007,ford,"super duty f-450",excellent,NULL,diesel,NULL,clean,automatic,NULL,NULL,NULL,NULL,NULL,https://images.craigslist.org/00s0s_4YEG0x59MYD_0ak07K_600x450.jpg,NULL,ny,40.6682,-73.4588
7231870538,https://newyork.craigslist.org/wch/ctd/d/valhalla-2017-ford-f150-regular-cab-xl/7231870538.html,"new york city",https://newyork.craigslist.org,21590,2017,ford,"f150 regular cab xl pickup",good,"6 cylinders",gas,44220,clean,other,1FTMF1CPXHKD35457,NULL,NULL,pickup,white,https://images.craigslist.org/00o0o_1dyI8QMhuvf_0gw0co_600x450.jpg,NULL,ny,41.1,-73.79
7231870599,https://newyork.craigslist.org/que/ctd/d/fresh-meadows-2018-chevy-chevrolet/7231870599.html,"new york city",https://newyork.craigslist.org,36990,2018,chevrolet,"tahoe ls sport utility",good,"8 cylinders",gas,33950,clean,automatic,1GNSCAKC7JR183446,NULL,NULL,other,NULL,https://images.craigslist.org/00L0L_5DXtO9lJDQK_0gw0co_600x450.jpg,NULL,ny,40.73,-73.79
