region,year,manufacturer,model,price,mileage,transmission
new york city,2012,nissan,frontier,10999,165003,automatic
new york city,2018,subaru,forester,19995,68134,automatic
los angeles,2017,lexus,es350,29000,27929,automatic
los angeles,1997,honda,cr-v,1000,252000,automatic
new york city,2009,nissan,altima s,1200,67971,automatic
los angeles,2013,ford,mustang,14000,94338,automatic
new york city,2017,mercedes-benz,c-class,19995,73418,automatic
los angeles,2017,nissan,rogue,13990,50000,automatic
new york city,2016,subaru,forester,16995,50271,automatic
new york city,2015,nissan,armada platinum,24495,54769,automatic
los angeles,2008,toyota,sienna xle,4000,110000,automatic
new york city,2008,mercedes-benz,s-class,14871,78615,automatic
los angeles,2012,gmc,sierra 1500,16000,165452,automatic
los angeles,2019,toyota,camry,17500,46013,automatic
los angeles,2017,volkswagen,tiguan limited,15991,19797,automatic
new york city,2009,nissan,altima s,1200,67971,automatic
los angeles,1985,ram,d50,4000,93500,manual
new york city,2017,bmw,x5,439,33907,automatic
new york city,2018,mercedes-benz,s 450,619,15803,automatic
new york city,2017,bmw,x5,469,38713,automatic
los angeles,2016,volkswagen,jetta,10000,28000,automatic
new york city,2017,volkswagen,jetta,12995,37859,automatic
new york city,2009,honda,accord lx,6500,90000,automatic
los angeles,2014,mercedes-benz,sprinter 3500,38000,195000,automatic
los angeles,2012,nissan,versa,5995,118345,automatic
los angeles,2000,chevrolet,corvette,15900,92016,automatic
los angeles,2015,ford,f 550 power stroke diesel,49500,170000,automatic
los angeles,2020,bmw,440i coupe,45000,6197,automatic
los angeles,2017,volkswagen,tiguan limited 2.0t,16833,27346,automatic
new york city,2016,volkswagen,tiguan,14995,39472,automatic
new york city,2010,toyota,sienna xle,4900,117150,automatic
los angeles,1999,gmc,safari,4500,103000,automatic
new york city,2016,mitsubishi,outlander sport,13945,81501,automatic
los angeles,2014,cadillac,cts coupe,12495,118844,automatic
los angeles,2005,gmc,sierra,4500,320000,automatic
los angeles,2006,lexus,es 330,9495,92983,automatic
los angeles,2012,mini,cooper hardtop,7995,106558,automatic
los angeles,2011,bmw,550i,15400,66000,automatic
los angeles,1999,ford,expedition,2900,161000,automatic
los angeles,2008,honda,fit,8997,35000,automatic
new york city,2010,lexus,es 350,8750,131000,automatic
los angeles,2013,porsche,boxster,31995,65969,automatic
los angeles,2012,honda,civic,8795,120208,automatic
new york city,2018,honda,accord,19995,39067,automatic
los angeles,2007,ford,expedition,4900,170000,automatic
new york city,2004,nissan,sentra,2300,60000,automatic
los angeles,2007,toyota,corolla le,1500,142000,automatic
new york city,2017,infiniti,qx80 awd,32995,60899,automatic
new york city,2008,bmw,x5 3.0i,6400,134052,automatic
los angeles,2001,chevrolet,express,4500,202000,automatic
los angeles,2012,jeep,wrangler,24980,57000,automatic
new york city,2013,dodge,durango,13475,80341,automatic
los angeles,1937,chrysler,imperial,24990,65600,manual
los angeles,2005,toyota,camry,4495,149572,automatic
los angeles,2017,volkswagen,passat s,13811,33839,automatic
new york city,2005,dodge,grand caravan,3500,117354,automatic
new york city,2007,bmw,m5,38000,64000,manual
los angeles,2011,lexus,es 350 basesedan,14998,87108,automatic
new york city,2009,chevrolet,silverado,9499,117460,automatic
new york city,2017,lexus,gx460,35500,38682,automatic
new york city,2002,jeep,wrangler,4999,188663,manual
los angeles,2018,bmw,x5 xdrive,39500,29500,automatic
new york city,2007,bmw,530xi,6600,143000,automatic
los angeles,1969,chevrolet,el camino,16500,30000,manual
los angeles,2011,mini,cooper s hardtop,6995,105222,automatic
los angeles,2003,audi,a4,6495,106294,automatic
los angeles,2016,honda,crv ex,13500,70000,automatic
los angeles,2011,lexus,is250,9850,90734,automatic
los angeles,2009,chrysler,300 touring sedan 4d,5300,126932,automatic
los angeles,1999,honda,accord lx,3499,170000,automatic
los angeles,2020,bmw,540i,56875,275,automatic
los angeles,2019,dodge,grand caravan,14900,30984,automatic
los angeles,1998,jaguar,xj8 vanden plas,6000,95000,automatic
los angeles,1997,mazda,b4000 se,1500,248520,automatic
new york city,2012,volkswagen,cc 2.0t sport,5500,104221,automatic
los angeles,2004,nissan,pathfinder se 4x4,3800,145000,automatic
los angeles,2014,toyota,corolla s plus,12980,31508,automatic
los angeles,2004,honda,civic coupe,2100,238000,automatic
los angeles,2015,chevrolet,tahoe ltz 4x4,25400,114000,automatic
new york city,2017,hyundai,santa fe,12995,65000,automatic
los angeles,2008,mercedes-benz,benz c300,7500,124000,automatic
new york city,2017,mercedes-benz,c300,22000,43700,automatic
los angeles,2010,bmw,x5,13995,71553,automatic
los angeles,2007,toyota,sienna ce,5100,183000,automatic
los angeles,2012,nissan,370z touring,12000,98000,manual
new york city,1987,mercedes-benz,benz 560 sec,8995,124000,automatic
los angeles,2012,nissan,versa,5995,118345,automatic
los angeles,2016,toyota,corolla,13900,64796,automatic
new york city,2010,mazda,6 grand touring,4700,147000,automatic
los angeles,2013,porsche,boxster,31995,65969,automatic
new york city,2013,dodge,journey,7400,97802,automatic
new york city,2017,mercedes-benz,e-class,28995,54165,automatic
new york city,2015,hyundai,sonata,7700,128234,automatic
new york city,2017,kia,sorento,11400,106668,automatic
new york city,2011,honda,cr-v,7450,141233,automatic
los angeles,2008,nissan,versa hatchback,2800,123800,automatic
los angeles,2007,ford,explorer sport trac,9950,93661,automatic
los angeles,2008,honda,fit,8997,35000,automatic
los angeles,2017,toyota,tacoma,39900,13871,automatic
new york city,2018,bmw,540i,349,57935,automatic
los angeles,2017,ford,expedition el,22950,108110,automatic
los angeles,1970,porsche,914,16500,159560,manual
los angeles,2006,ford,mustang,9999,132525,manual
new york city,2020,dodge,durango,35995,22751,automatic
los angeles,2012,ford,transit connect xlt,9250,84193,automatic
new york city,2014,bmw,5 series,14997,79584,automatic
los angeles,2012,toyota,corolla,6250,72547,automatic
los angeles,2012,bmw,7-series,19900,60138,automatic
los angeles,2017,cadillac,escalade,44900,42000,automatic
new york city,2003,ford,explorer,2795,147008,automatic
los angeles,2014,toyota,avalon xle,12900,104100,automatic
los angeles,2005,ford,f250,14800,133321,automatic
los angeles,2017,chevrolet,volt,13900,46974,automatic
los angeles,2012,mini,cooper hardtop,7995,106558,automatic
los angeles,2011,toyota,prius,9895,109017,automatic
los angeles,2017,ford,f150,23800,121503,automatic
los angeles,2015,toyota,camry xse,14200,84704,automatic
los angeles,2019,honda,civic,13900,11000,automatic
los angeles,2003,bmw,m3 coupe,15900,207000,manual
los angeles,2013,chevrolet,spark ls,1500,118000,manual
los angeles,2002,chevrolet,silverado ls,2500,255000,automatic
los angeles,2007,ford,f350,8600,105561,automatic
los angeles,1949,chevrolet,styleline,18500,35000,automatic
los angeles,2017,dodge,charger,34388,49604,automatic
los angeles,2014,mercedes-benz,cla 250,19788,65464,automatic
los angeles,2015,mercedes-benz,g 63,72999,76009,automatic
los angeles,2019,kia,optima,14550,31000,automatic
los angeles,2007,nissan,xterra,6350,186161,automatic
los angeles,2002,toyota,sienna le,3450,147000,automatic
los angeles,2001,hyundai,accent,1600,129000,automatic
los angeles,2014,honda,odyssey,14700,100026,automatic
los angeles,2017,toyota,corolla le,14997,28000,automatic
los angeles,2009,chevrolet,silverado,14995,130021,automatic
new york city,2007,chevrolet,express 3500,6500,175000,automatic
los angeles,2015,nissan,altima 2.5 s,10997,59000,automatic
los angeles,2017,ford,f150,24950,116240,automatic
los angeles,2003,toyota,camry xle,4000,125380,automatic
los angeles,2016,nissan,maxima,15999,90000,automatic
los angeles,1950,ford,coupe,29500,5067,automatic
new york city,2019,mitsubishi,outlander sport,12995,47790,automatic
new york city,2011,ford,f750,37500,350000,automatic
new york city,2000,toyota,camry,2995,117068,automatic
new york city,2008,jeep,wrangler,13995,112788,automatic
los angeles,2017,ford,f150,27450,33976,automatic
new york city,2013,lincoln,mkt town car limousine,19900,75106,automatic
new york city,2018,toyota,sienna l 7,19900,147730,automatic
new york city,2015,lincoln,mkt town car livery,10900,98756,automatic
los angeles,2011,ford,f550 utility truck f450,31900,66983,automatic
new york city,2001,buick,lesabre,2900,93000,automatic
new york city,2016,nissan,nv200 taximini van,9900,145477,automatic
new york city,2014,lincoln,mkt town car livery,8900,135924,automatic
new york city,2016,nissan,nv200 taximini van,8900,161173,automatic
new york city,2015,nissan,nv200 taximini van,7900,153148,automatic
new york city,2013,ford,transit connect wagon xlt,5900,196966,automatic
new york city,2015,ford,fusion hybrid ssedan,3900,223962,automatic
new york city,2014,nissan,altima 2.5 ssedan,2900,223661,automatic
new york city,2014,toyota,camry hybrid lesedan,3200,348362,automatic
los angeles,2014,chevrolet,cruze lt,9200,82000,automatic
new york city,2017,toyota,sienna le,20000,58000,automatic
los angeles,2018,dodge,durango gt,25000,65000,automatic
new york city,2010,cadillac,cts sedan,5200,132088,automatic
los angeles,2017,infiniti,qx30,18400,41848,automatic
los angeles,2013,subaru,legacy 2.5i premium,7998,146543,automatic
los angeles,2008,chrysler,300,5700,100900,automatic
los angeles,2000,bmw,z3 roadster,3800,155000,manual
los angeles,2004,infiniti,i35,4500,98000,automatic
new york city,2007,honda,crv ex-l,5000,167000,automatic
new york city,2006,chrysler,300c,6999,115000,automatic
los angeles,2013,kia,sorento lx,10500,74000,automatic
new york city,2016,honda,crv ex awd,11999,94000,automatic
new york city,2012,nissan,rogue s,6999,81000,automatic
new york city,2013,nissan,rogue,7499,81886,automatic
los angeles,2019,honda,civix ex,20950,20516,automatic
new york city,2011,bmw,328xi,8499,95000,automatic
new york city,2017,jeep,compass,12999,55000,automatic
los angeles,2010,toyota,tacoma,17300,112052,automatic
new york city,2019,dodge,charger,62500,1858,automatic
los angeles,2007,chrysler,town & country,2700,221750,automatic
los angeles,2017,ram,promaster city,32000,27600,automatic
los angeles,2017,ford,f150,26400,110694,automatic
los angeles,2017,honda,accord,20500,29907,automatic
new york city,2017,bmw,330i,309,54018,automatic
los angeles,2015,honda,accord lx,12500,62400,automatic
los angeles,2016,fiat,500e,5991,45950,automatic
new york city,2017,cadillac,escalade esv standard,33900,87427,automatic
los angeles,2017,toyota,corolla,10997,65380,manual
los angeles,2010,ford,f150,12300,96831,automatic
new york city,2016,mercedes-benz,c-class,18499,50697,automatic
los angeles,2017,porsche,911 carrera s,65000,8400,automatic
new york city,2017,mercedes-benz,c300,26695,37508,automatic
los angeles,2010,ford,expedition el,12400,132483,automatic
los angeles,2000,dodge,dakota quad cab,7999,81708,automatic
los angeles,2013,honda,accord,13500,101100,automatic
new york city,1986,chevrolet,caprice,6000,46658,automatic
new york city,2014,toyota,prius c,7500,103808,automatic
new york city,2015,bmw,x5 awd m-pkg,29695,64685,automatic
los angeles,2013,bmw,7 series,17495,114700,automatic
los angeles,2013,bmw,7 series,17495,114700,automatic
los angeles,2013,bmw,335i,10000,63000,automatic
los angeles,2003,chevrolet,corvette,20850,25139,automatic
los angeles,2020,bmw,330i,35995,9289,automatic
los angeles,2007,toyota,scion tc,4000,120000,manual
los angeles,1994,toyota,pickup,13995,122252,manual
new york city,2016,bmw,340i xdrive,23695,36562,automatic
new york city,2015,chevrolet,silverado,28750,40123,automatic
new york city,2014,fiat,500l,11997,59964,automatic
los angeles,2016,honda,pilot,18450,97310,automatic
new york city,2013,toyota,prius c,7997,127572,automatic
new york city,2012,mazda,mazda3,6997,97271,automatic
new york city,2015,subaru,outback 2.5i premium,14800,86000,automatic
new york city,2013,kia,sorento,9497,133752,automatic
new york city,2017,jaguar,f-pace,31695,29490,automatic
new york city,2010,toyota,highlander,11497,162187,automatic
los angeles,2005,ford,f250,15300,158742,automatic
los angeles,1997,ford,ranger xlt,3300,178000,automatic
new york city,2015,nissan,quest,16997,35803,automatic
new york city,2013,hyundai,sonata,9997,106718,automatic
new york city,2014,jeep,compass,9997,120160,automatic
los angeles,2018,mercedes-benz,e 300,33990,41167,automatic
los angeles,2015,bmw,435i,33000,44000,automatic
los angeles,2018,mini,cooper clubman cooper s,22990,52094,automatic
los angeles,2018,jaguar,f-pace 20d premium,31990,32157,automatic
los angeles,2018,volkswagen,passat 2.0t sel,19990,13112,automatic
new york city,2017,ford,escape se 4wd,14695,31606,automatic
los angeles,2018,mercedes-benz,metris passenger,69990,14618,automatic
los angeles,2017,audi,q7 prestige,42990,36974,automatic
los angeles,2011,ford,econoline e250,9000,50000,automatic
los angeles,2017,bmw,330e iperformance,21990,20284,automatic
los angeles,2017,volkswagen,golf alltrack sel,16990,78077,automatic
los angeles,2017,bmw,i3,16990,26953,automatic
new york city,2018,honda,civic,14997,30590,automatic
los angeles,2016,audi,a6 2.0t premium plus,20990,76524,automatic
los angeles,2015,rover,sport,33990,77229,automatic
los angeles,2016,ford,expedition,20950,104557,automatic
los angeles,2015,audi,q5 premium plus,19990,82439,automatic
los angeles,2015,bmw,x5 xdrive50i xdrive50i,27990,61232,automatic
los angeles,2015,fiat,500 abarth,8990,95997,automatic
new york city,2013,mini,coupe,8497,89242,manual
los angeles,2015,jeep,grand cherokee limited,21490,48590,automatic
los angeles,2015,ford,c-max energi sel,8990,61097,automatic
los angeles,2014,mercedes-benz,gl 450,23990,76239,automatic
los angeles,2014,mercedes-benz,gl 450,21990,99736,automatic
los angeles,2014,rover,lr4 lux,16990,157180,automatic
new york city,2014,honda,pilot,13497,163799,automatic
los angeles,2014,bmw,x3 xdrive35i xdrive35i,17990,86777,automatic
los angeles,2014,volkswagen,passat tdi sel,12490,54950,automatic
los angeles,2003,toyota,solara convertible,3750,127000,automatic
los angeles,2014,jeep,grand cherokee overland,19990,89140,automatic
los angeles,2011,ford,f150 supercrew 4x4,26995,89594,automatic
los angeles,2014,toyota,prius plug-in advanced,10990,109114,automatic
los angeles,2014,nissan,altima 2.5 s,5990,146968,automatic
new york city,2019,acura,mdx,37695,8900,automatic
los angeles,2013,volkswagen,jetta tdi w/premium,7990,149356,automatic
los angeles,2013,rover,lr4 hse,18990,114185,automatic
los angeles,2013,mercedes-benz,ml 350,14990,125782,automatic
los angeles,2012,audi,a4 2.0t premium,10990,98269,automatic
los angeles,2012,mercedes-benz,ml 350 bluetec,15990,118541,automatic
los angeles,2012,audi,q5 2.0t premium plus,14990,97219,automatic
los angeles,2012,mercedes-benz,ml 350,14990,133796,automatic
los angeles,2012,mini,cooper clubman s,7990,100474,automatic
los angeles,2012,audi,q5 3.2l prestige,16990,71495,automatic
los angeles,2012,ford,f-150 svt raptor,39990,99814,automatic
los angeles,2009,mercedes-benz,e350 sport 3.5l,7990,162535,automatic
los angeles,2009,volkswagen,jetta sel,5990,107109,automatic
los angeles,2009,lexus,rx 350,10990,122031,automatic
los angeles,2007,volvo,s80 i6,7990,69964,automatic
los angeles,2004,porsche,boxster,12990,79000,automatic
los angeles,2004,porsche,911 carrera 4s,25990,85096,automatic
new york city,2004,subaru,forester,3700,109000,automatic
los angeles,2003,audi,allroad,8990,137920,automatic
los angeles,2002,porsche,boxster,11990,81377,automatic
los angeles,2014,honda,odyssey,14900,88974,automatic
los angeles,2014,gmc,sierra,29998,101334,automatic
los angeles,2016,toyota,corolla le 4door,10500,60000,automatic
los angeles,2011,audi,a8,12999,113974,automatic
los angeles,2010,lexus,rx,14995,81289,automatic
los angeles,2015,ford,f150,20350,107763,automatic
los angeles,2016,volkswagen,jetta,11500,58000,manual
new york city,2005,lexus,gx470,7900,98205,automatic
los angeles,1995,nissan,standard xe,6990,63526,automatic
los angeles,2012,ford,flex sel,10995,72018,automatic
los angeles,2011,toyota,sienna,6000,264588,automatic
los angeles,2008,lexus,es 350,8995,128350,automatic
los angeles,2004,toyota,sienna le,5995,111130,automatic
los angeles,2006,chevrolet,malibu,4995,53114,automatic
los angeles,2015,nissan,titan,26950,65869,automatic
new york city,2006,audi,a4,1000,140000,automatic
