state,city,year,manufacturer,model,price,mileage,cylinders,drive,fuel,transmission,url,image_url
ca,los angeles,2017,lexus,ct 200h,15797,50929,4 cylinders,fwd,hybrid,automatic,https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2017-lexus-ct-200h-base/7234323678.html,https://images.craigslist.org/00u0u_9iLSMcIqYjE_0ak07K_600x450.jpg
ca,los angeles,2016,volkswagen,tiguan,10997,63857,4 cylinders,4wd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2016-volkswagen-tiguan-4motion/7234323281.html,https://images.craigslist.org/00V0V_iRhfvcAaxgm_0ak07K_600x450.jpg
ca,los angeles,2010,bmw,7 series,12995,108211,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2010-bmw-series-750li/7234323115.html,https://images.craigslist.org/00r0r_a424sxXyoL4_0ak07K_600x450.jpg
ca,los angeles,2013,ram,1500,17997,76507,8 cylinders,4wd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2013-ram-1500-slt-crew-cab-swb/7234320140.html,https://images.craigslist.org/00606_97japPzdfG9_0ak07K_600x450.jpg
ca,los angeles,2018,mercedes-benz,cla,26395,33426,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2018-mercedes-benz-cla-cla/7234319862.html,https://images.craigslist.org/00D0D_9Z4xNkaHY8L_0ak07K_600x450.jpg
ca,los angeles,2017,honda,civic,13491,61719,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2017-honda-civic-ex-sedan-cvt/7234319779.html,https://images.craigslist.org/00000_jeFCl6YQGNN_0ak07K_600x450.jpg
ca,los angeles,2014,chevrolet,silverado 1500 4x4,29500,80179,8 cylinders,4wd,gas,automatic,https://losangeles.craigslist.org/ant/ctd/d/los-angeles-2017-chevrolet-silverado/7234318395.html,https://images.craigslist.org/00m0m_69dMZxztG9A_0ak07K_600x450.jpg
ca,los angeles,2016,honda,civic sedan,10900,45803,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/wst/ctd/d/los-angeles-2016-honda-civic-sedan-4dr/7234318142.html,https://images.craigslist.org/00S0S_d0NIOLQpL29_09G07g_600x450.jpg
ca,los angeles,2003,toyota,tacoma,6800,160000,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lgb/cto/d/cerritos-2003-toyota-tacoma-prerunner/7234316899.html,https://images.craigslist.org/00Z0Z_kEPHZ2IE8kK_0CI0t2_600x450.jpg
ca,los angeles,2006,ford,e250 cargo van,8500,138349,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2006-ford-250-e250-sd-4-ton/7234316259.html,https://images.craigslist.org/00z0z_aZZuBdi2XWk_0ak07K_600x450.jpg
ca,los angeles,2006,kia,forte,7200,56000,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2017-kia-forte/7234313754.html,https://images.craigslist.org/00V0V_jiPhOhTJQWU_0t20t2_600x450.jpg
ca,los angeles,2006,honda,accord,4500,170000,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sgv/cto/d/monrovia-2006-honda-accord-ex/7234313689.html,https://images.craigslist.org/00101_jRvdfFGslq2_0t20CI_600x450.jpg
ca,los angeles,2012,chevrolet,colorado n work truck,9500,127151,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2012-chevy-colorado-toyota/7234313218.html,https://images.craigslist.org/00m0m_5H1nbgN3hRk_0ak07K_600x450.jpg
ca,los angeles,2007,mercedes-benz,ml 350,7850,100000,6 cylinders,4wd,gas,automatic,https://losangeles.craigslist.org/wst/cto/d/marina-del-rey-2007-mercedes-benz-ml/7234311670.html,https://images.craigslist.org/00a0a_eV75vndzwR_0CI0t2_600x450.jpg
ca,los angeles,2012,nissan,nv2500 hd cargo,17500,191617,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2012-nissan-nv2500-hd-high/7234307769.html,https://images.craigslist.org/00v0v_gt5WP0vsLze_0ak07K_600x450.jpg
ca,los angeles,2007,toyota,rav4,12500,87840,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/wst/cto/d/redondo-beach-toyota-rav4-limited/7234307717.html,https://images.craigslist.org/00B0B_dVnVAI8mvoE_0x20oM_600x450.jpg
ca,los angeles,2013,ford,f550 super duty,35000,84000,8 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/cto/d/van-nuys-2013-550-mini-bus-must-see/7234304889.html,https://images.craigslist.org/00f0f_8DIMeG07Nrt_05a03S_600x450.jpg
ca,los angeles,2015,ford,transit cargo van,15757,126495,6 cylinders,rwd,diesel,automatic,https://losangeles.craigslist.org/sfv/cto/d/newbury-park-2015-ford-transit-250-mr/7234302506.html,https://images.craigslist.org/00O0O_b2p1br7T5oP_0ww0oo_600x450.jpg
ca,los angeles,2012,hyundai,elantra limited,4350,193890,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2012-hyundai-elantra/7234299735.html,https://images.craigslist.org/00u0u_aY2YoU7WaFn_0CI0t2_600x450.jpg
ca,los angeles,1971,mercedes-benz,benz 280sl,62500,111000,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/wst/cto/d/santa-monica-1971-mercedes-benz-280sl/7234298639.html,https://images.craigslist.org/00G0G_9tAW4gjCiYL_0rk0hB_600x450.jpg
ca,los angeles,2019,tesla,x 100d long range,79900,18861,other,4wd,electric,other,https://losangeles.craigslist.org/sfv/cto/d/van-nuys-tesla-model-100d-longrange/7234297580.html,https://images.craigslist.org/00e0e_9fWlul5IpDU_0pO0jm_600x450.jpg
ca,los angeles,2018,hyundai,sonata,15995,22319,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2018-hyundai-sonata-se-skujh/7234297513.html,https://images.craigslist.org/00e0e_ajDOg1NjRH0_0ak07K_600x450.jpg
ca,los angeles,2017,lexus,nx 200t,24450,47733,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/cerritos-2017-lexus-nx-200t-nx-turbo/7234297486.html,https://images.craigslist.org/00C0C_6P08ThJDzfn_0ak07K_600x450.jpg
ca,los angeles,1978,ford,ranchero,3300,100000,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/cto/d/studio-city-1978-ford-ranchero-351-v8/7234294848.html,https://images.craigslist.org/00b0b_ihgbplsMv90_0CI0t2_600x450.jpg
ca,los angeles,1988,toyota,corolla,5000,103960,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/wst/cto/d/san-pedro-1988-toyota-corolla-sr5-coup/7234293315.html,https://images.craigslist.org/00h0h_alqUGS3L2LV_0CI0lM_600x450.jpg
ca,los angeles,2008,lexus,ls 460,9999,130000,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/wst/cto/d/los-angeles-lexus/7234293133.html,https://images.craigslist.org/00i0i_aTYMc1qSmGJ_0t20CI_600x450.jpg
ca,los angeles,2009,mini,cooper s,5900,89300,4 cylinders,fwd,gas,manual,https://losangeles.craigslist.org/sfv/cto/d/northridge-2009-mini-cooper/7234291716.html,https://images.craigslist.org/00t0t_bePeMBsgJLZ_0CI0lM_600x450.jpg
ca,los angeles,2018,toyota,corolla,15495,27946,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/irvine-2018-toyota-corolla-se-skujp/7234291561.html,https://images.craigslist.org/00707_84zTrdXvpSj_0ak07K_600x450.jpg
ca,los angeles,2018,gmc,yukon xl denali,50988,30456,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/ant/ctd/d/santa-clarita-2018-gmc-yukon-xl-denali/7234289394.html,https://images.craigslist.org/00C0C_hy8rEPUG8G9_0ak06T_600x450.jpg
ca,los angeles,2018,cadillac,escalade,48995,56166,8 cylinders,4wd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/santa-clarita-2018-cadillac-escalade/7234289233.html,https://images.craigslist.org/00X0X_4KybbhKafsv_0ak06T_600x450.jpg
ca,los angeles,2018,kia,sorento,24222,24892,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2018-kia-sorento-ex-v6-skujg/7234288580.html,https://images.craigslist.org/00m0m_gRFsM9RVGn5_0ak07K_600x450.jpg
ca,los angeles,2008,toyota,camry le,6400,96000,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lgb/cto/d/long-beach-toyota-camry-le-clean-title/7234283750.html,https://images.craigslist.org/00d0d_6iyy6bszzyp_0CI0t2_600x450.jpg
ca,los angeles,2010,toyota,camry se,6995,128642,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/cto/d/los-angeles-silver-2010-toyota-camry-se/7234280974.html,https://images.craigslist.org/00V0V_6T4xc6TmewU_084063_600x450.jpg
ca,los angeles,2018,toyota,rav4,20268,39058,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/irvine-2018-toyota-rav4-le-skujd-suv/7234280867.html,https://images.craigslist.org/00n0n_jAW495Zs1j8_0ak07K_600x450.jpg
ca,los angeles,2006,toyota,camry,4500,159350,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2006-toyota-camry-le/7234279542.html,https://images.craigslist.org/00l0l_cUuSp3MRIKE_0CI0t2_600x450.jpg
ca,los angeles,2018,toyota,camry,17900,114703,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2018-toyota-camry-se/7234277889.html,https://images.craigslist.org/00f0f_k4UR5XKN8KX_0x20oM_600x450.jpg
ca,los angeles,2006,toyota,sequoia sr5,4100,240000,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sgv/cto/d/chino-toyota-sequoia-2006/7234277784.html,https://images.craigslist.org/00b0b_5dfu4Wyn32k_0t20t2_600x450.jpg
ca,los angeles,1998,ford,ranger,5200,89451,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/wst/cto/d/culver-city-1998-ford-ranger/7234275182.html,https://images.craigslist.org/00808_8ByWmkSiSLZ_0pO0jm_600x450.jpg
ca,los angeles,2016,honda,civic,14700,23422,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sgv/cto/d/pasadena-2016-honda-civic-lx-sedan/7234274854.html,https://images.craigslist.org/01515_3L7ZyefBqAN_0CI0t2_600x450.jpg
ca,los angeles,2006,toyota,sienna,5500,153327,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2006-sienna-ce-passenger/7234273144.html,https://images.craigslist.org/00H0H_lyTcpZRnWJN_0CI0t2_600x450.jpg
ca,los angeles,2003,honda,element,3900,119000,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/cto/d/van-nuys-honda-element-2003/7234271603.html,https://images.craigslist.org/00202_l45mZ5XB2Ig_0CI0t2_600x450.jpg
ca,los angeles,2006,kia,sportage 2006 le,3500,166460,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/cto/d/sylmar-kia-sportage-suv-for-sale/7234271287.html,https://images.craigslist.org/00k0k_1TyQkYg0oav_0ak07K_600x450.jpg
ca,los angeles,2008,ram,pickup 1500 slt,10998,146275,8 cylinders,4wd,gas,automatic,https://losangeles.craigslist.org/sgv/ctd/d/glendora-2008-dodge-ram-pickup-1500-slt/7234270534.html,https://images.craigslist.org/00w0w_ct0otlzUDZs_0fe0bq_600x450.jpg
ca,los angeles,2013,toyota,corolla,9798,100663,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sgv/ctd/d/valencia-2013-toyota-corolla-skudp-sedan/7234270327.html,https://images.craigslist.org/00A0A_eQ6A8BcOm6g_0ak07K_600x450.jpg
ca,los angeles,2016,lexus,es 300h,21957,56450,4 cylinders,fwd,hybrid,automatic,https://losangeles.craigslist.org/lac/ctd/d/cerritos-2016-lexus-es-300h-hybrid-skug/7234270009.html,https://images.craigslist.org/00505_d7WYs01GR5P_0ak07K_600x450.jpg
ca,los angeles,2016,honda,civic,16599,69245,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sgv/ctd/d/valencia-2016-honda-civic-touring-skugh/7234268099.html,https://images.craigslist.org/00v0v_jyNMX1j0Ped_0ak07K_600x450.jpg
ca,los angeles,2004,mini,cooper,5141,57551,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/valencia-2004-mini-cooper-sku4tj55824/7234266922.html,https://images.craigslist.org/00g0g_loBREfxOYmV_0ak07K_600x450.jpg
ca,los angeles,2005,mercury,montego,1500,125,4 cylinders,4wd,gas,automatic,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2005-mercury-montego/7234266676.html,https://images.craigslist.org/00z0z_j4rNMTiElLg_0CI0t2_600x450.jpg
ca,los angeles,2016,honda,cr-v,16900,101459,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2016-honda-cr-lx/7234265966.html,https://images.craigslist.org/00404_bF4zLG9l96g_0x20oM_600x450.jpg
ca,los angeles,2014,honda,accord,11995,97770,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sgv/ctd/d/valencia-2014-honda-accord-lx-skuea/7234265879.html,https://images.craigslist.org/00N0N_6qdZF21M3Fv_0ak07K_600x450.jpg
ca,los angeles,2019,infiniti,qx50,31888,19000,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/mission-viejo-2019-infiniti-qx50/7234263933.html,https://images.craigslist.org/00u0u_8qB7zJomnGb_0gw0co_600x450.jpg
ca,los angeles,2009,honda,pilot,9495,152164,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2009-honda-pilot-ex-sku9b-suv/7234263905.html,https://images.craigslist.org/00606_u8Ru5il3sH_0ak07K_600x450.jpg
ca,los angeles,2008,infiniti,g35,9491,103512,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sgv/ctd/d/valencia-2008-infiniti-g35-journey/7234263674.html,https://images.craigslist.org/00W0W_d34727nHvdW_0ak07K_600x450.jpg
ca,los angeles,2019,infiniti,qx60,34888,13000,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/mission-viejo-2019-infiniti-qx60-luxe/7234263294.html,https://images.craigslist.org/00m0m_4lJoCcyyiMT_0gw0co_600x450.jpg
ca,los angeles,2016,dodge,challenger,19995,52677,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2016-dodge-challenger-sxt/7234262205.html,https://images.craigslist.org/00a0a_378BVxFIJLp_0ak07K_600x450.jpg
ca,los angeles,2014,mercedes-benz,cls-class,28995,41716,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2014-mercedes-benz-cls/7234261609.html,https://images.craigslist.org/00k0k_1JjUiwAQ2aX_0cU09G_600x450.jpg
ca,los angeles,2016,lexus,rc 200t,28498,36526,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sgv/ctd/d/valencia-2016-lexus-rc-200t-skug-coupe/7234261575.html,https://images.craigslist.org/01313_c23Wc3CHwSr_0ak07K_600x450.jpg
ca,los angeles,2014,lexus,gs 350,20400,79658,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2014-lexus-gs-350-4dr/7234261275.html,https://images.craigslist.org/00K0K_hdSZkHqNXfd_0cU09G_600x450.jpg
ca,los angeles,2014,volkswagen,cc r-line,12995,39547,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2014-volkswagen-cc-4dr/7234260997.html,https://images.craigslist.org/00606_1Zst7aTxqHI_0cU09G_600x450.jpg
ca,los angeles,2016,mercedes-benz,e-class,20995,80688,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2016-mercedes-benz/7234260747.html,https://images.craigslist.org/00w0w_2QJPW5vabSh_0cU09G_600x450.jpg
ca,los angeles,1998,volvo,v70,3300,138272,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/cto/d/sylmar-1998-volvo-v70/7234260432.html,https://images.craigslist.org/00f0f_2keUsjO3FYD_09G07g_600x450.jpg
ca,los angeles,2017,honda,-hybrid,18995,58580,4 cylinders,fwd,hybrid,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2017-honda-accord/7234260426.html,https://images.craigslist.org/01414_951svXtE3Xh_0cU09G_600x450.jpg
ca,los angeles,2016,honda,pilot,21745,53481,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2016-honda-pilot-ex-skugb-suv/7234260320.html,https://images.craigslist.org/00202_1lvB3m4buve_0ak07K_600x450.jpg
ca,los angeles,2014,bmw,m6,39995,59673,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2014-bmw-m6-2dr-conv/7234260154.html,https://images.craigslist.org/00U0U_anfdjPqUbRT_0cU09G_600x450.jpg
ca,los angeles,2019,infiniti,qx50,30888,13000,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/mission-viejo-2019-infiniti-qx50/7234260094.html,https://images.craigslist.org/00d0d_4ahh0JB0Yh5_0gw0co_600x450.jpg
ca,los angeles,2005,mercedes-benz,slk-class,13995,94157,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2005-mercedes-benz-slk/7234259862.html,https://images.craigslist.org/00L0L_7QEp7nisBrR_0cU09G_600x450.jpg
ca,los angeles,2017,bmw,x3,20995,56969,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2017-bmw-x3-sdrive28i/7234259570.html,https://images.craigslist.org/00s0s_e5FmuVtAch3_0cU09G_600x450.jpg
ca,los angeles,2019,infiniti,qx60,31888,14000,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/mission-viejo-2019-infiniti-qx60-luxe/7234259322.html,https://images.craigslist.org/00L0L_7vyAOvga1cQ_0gw0co_600x450.jpg
ca,los angeles,2016,bmw,3-series,21495,52643,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2016-bmw-series-4dr-sdn/7234259286.html,https://images.craigslist.org/00505_iwjw68rzHg3_0cU09G_600x450.jpg
ca,los angeles,2014,toyota,prius hybrid,10600,82000,4 cylinders,fwd,hybrid,automatic,https://losangeles.craigslist.org/sgv/cto/d/los-angeles-2014-toyota-prius-hybrid/7234259132.html,https://images.craigslist.org/00u0u_gu7kOtUqxRE_0CI0t2_600x450.jpg
ca,los angeles,2010,mercedes-benz,s-class,33995,70556,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2010-mercedes-benz/7234259065.html,https://images.craigslist.org/00101_i6o7qK8WRYr_0cU09G_600x450.jpg
ca,los angeles,2008,bmw,m3 sedan,25000,106000,8 cylinders,rwd,gas,manual,https://losangeles.craigslist.org/wst/cto/d/redondo-beach-2008-bmw-e90-m3-sedan-6mt/7234258946.html,https://images.craigslist.org/00C0C_12KHPWz3YFU_0t20jm_600x450.jpg
ca,los angeles,2013,volkswagen,passat,9500,92764,5 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2013-volkswagen-passat/7234258796.html,https://images.craigslist.org/01212_hLWMDJNkUWS_0cU09G_600x450.jpg
ca,los angeles,2008,toyota,camry,9500,89887,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2008-toyota-camry-4dr/7234258563.html,https://images.craigslist.org/00x0x_9bmJzxDv1B9_0cU09G_600x450.jpg
ca,los angeles,2015,jeep,compass,11952,74309,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2015-jeep-compass-sport/7234258468.html,https://images.craigslist.org/00I0I_fTc0CaLCB3e_0ak07K_600x450.jpg
ca,los angeles,2011,toyota,prius,11495,70717,4 cylinders,fwd,hybrid,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2011-toyota-prius-5dr/7234258367.html,https://images.craigslist.org/00h0h_dkTfPccJZLb_0cU09G_600x450.jpg
ca,los angeles,2008,acura,rdx,8800,94179,4 cylinders,4wd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2008-acura-rdx-4wd-4dr-tech/7234257831.html,https://images.craigslist.org/01414_kGTDmfUGar3_0CI0pK_600x450.jpg
ca,los angeles,2013,lexus,ct 200h,14495,82812,4 cylinders,fwd,hybrid,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2013-lexus-ct-200h-5dr/7234257737.html,https://images.craigslist.org/00e0e_4wb9xh2WA0y_0cU09G_600x450.jpg
ca,los angeles,2018,acura,rdx,26900,11971,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2018-acura-rdx-fwd/7234257447.html,https://images.craigslist.org/00f0f_9LfdF6jt5tu_0CI0pK_600x450.jpg
ca,los angeles,2015,mercedes-benz,c-class,22495,35220,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2015-mercedes-benz/7234257485.html,https://images.craigslist.org/00505_9i48CX4gYrj_0cU09G_600x450.jpg
ca,los angeles,2017,bmw,3-series,23900,36296,4 cylinders,rwd,gas,manual,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2017-bmw-series-330i-sedan/7234257175.html,https://images.craigslist.org/00O0O_7DMzyygySdl_0CI0pK_600x450.jpg
ca,los angeles,2011,bmw,5-series,9495,130208,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2011-bmw-series-528i/7234256907.html,https://images.craigslist.org/00909_67cQhUKV21G_0cU09G_600x450.jpg
ca,los angeles,2014,dodge,challenger,16900,55770,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2014-dodge-challenger-2dr/7234256744.html,https://images.craigslist.org/00S0S_9AtzswmbPk2_0CI0pK_600x450.jpg
ca,los angeles,2014,honda,accord,14995,58837,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2014-honda-accord-sport/7234256663.html,https://images.craigslist.org/00101_5foycnfNWaK_0ak07K_600x450.jpg
ca,los angeles,2001,ferrari,360 spider/spider f1,64777,23195,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2001-ferrari-360-spider/7234256435.html,https://images.craigslist.org/00H0H_8DyLeMEFTXL_600x450.jpg
ca,los angeles,2017,honda,accord,11900,102722,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2017-honda-accord-sedan-lx/7234256097.html,https://images.craigslist.org/00e0e_6NiV1AEP4F6_0CI0pK_600x450.jpg
ca,los angeles,2017,honda,cr-v,19900,31188,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2017-honda-cr-ex-2wd/7234255761.html,https://images.craigslist.org/00000_aGIjo5IPbxN_0CI0pK_600x450.jpg
ca,los angeles,2017,hyundai,tucson,14400,40593,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2017-hyundai-tucson-se-fwd/7234255404.html,https://images.craigslist.org/00m0m_2O6D4XppmPS_0CI0pK_600x450.jpg
ca,los angeles,2018,infiniti,q50,21900,28477,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2018-infiniti-q50-20t-luxe/7234255092.html,https://images.craigslist.org/00m0m_aM1pNk8S83b_0CI0pK_600x450.jpg
ca,los angeles,2008,bmw,750i,12888,73400,8 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/sfv/cto/d/sylmar-2008-bmw-750i-clean-title-clean/7234254910.html,https://images.craigslist.org/00u0u_ijC0GDKXPYT_09G07g_600x450.jpg
ca,los angeles,2016,toyota,highlander,22395,50912,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2016-toyota-highlander-le/7234254867.html,https://images.craigslist.org/00t0t_eppgEt5yp1h_0ak07K_600x450.jpg
ca,los angeles,2018,lexus,es 350,26500,35449,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2018-lexus-es-350-fwd/7234254713.html,https://images.craigslist.org/00Y0Y_5USWn8ssRvK_0CI0pK_600x450.jpg
ca,los angeles,2019,infiniti,qx50,31888,16000,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sfv/ctd/d/mission-viejo-2019-infiniti-qx50/7234254532.html,https://images.craigslist.org/00b0b_iyQnilSBOii_0gw0co_600x450.jpg
ca,los angeles,2018,lexus,es 350,28900,13373,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2018-lexus-es-350-fwd/7234254291.html,https://images.craigslist.org/01212_84JUT1jTYZS_0CI0pK_600x450.jpg
ca,los angeles,2003,ford,focus,4500,53000,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/sgv/cto/d/north-hollywood-ford-focus-wagon-low/7234253891.html,https://images.craigslist.org/00y0y_9jnzoagpcX8_0oo0ww_600x450.jpg
ca,los angeles,2018,lexus,is,26900,28610,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2018-lexus-is300-rwd/7234253779.html,https://images.craigslist.org/00s0s_cAcXUhmSG5h_0CI0pK_600x450.jpg
ca,los angeles,2018,lexus,gs 350,35900,12172,6 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2018-lexus-gs-350-rwd/7234253398.html,https://images.craigslist.org/00M0M_4MkZFClpyTR_0CI0pK_600x450.jpg
ca,los angeles,2020,hyundai,elantra se,15900,7000,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/cto/d/glendora-2020-hyundai-elantra-se/7234253395.html,https://images.craigslist.org/00H0H_3yezS6rVkEL_0t20CI_600x450.jpg
ca,los angeles,2016,toyota,camry,14300,67786,4 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/buena-park-2016-toyota-camry-le-skugr/7234253296.html,https://images.craigslist.org/00i0i_cYsFgkPMeF2_0ak07K_600x450.jpg
ca,los angeles,2016,lexus,rc 200t,25900,51073,4 cylinders,rwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2016-lexus-rc-200t-2dr-cpe/7234252924.html,https://images.craigslist.org/00606_55fYZqpIjsu_0CI0pK_600x450.jpg
ca,los angeles,2017,lexus,rx 350,26900,45572,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2017-lexus-rx-350-fwd/7234252634.html,https://images.craigslist.org/00N0N_8sJ2IP8E7On_0CI0pK_600x450.jpg
ca,los angeles,2018,lexus,rx 350,34900,9292,6 cylinders,fwd,gas,automatic,https://losangeles.craigslist.org/lac/ctd/d/los-angeles-2018-lexus-rx-350-fwd/7234252296.html,https://images.craigslist.org/00s0s_41ws6bTRReL_0CI0pK_600x450.jpg
