,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,vehicle_history,cpo
58,2015,Nissan,['Altima'],2.5 SL,Rosedale,MD,"139,700","$6,999",Super Black,Charcoal,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['2 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
59,2019,Dodge,"['Grand', 'Caravan']",SXT,Puyallup,WA,"44,397","$13,999",Black Onyx Crystal Pearlcoat,Black,17,25,3.6L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Third Row Seating', 'Backup Camera', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
60,2015,Nissan,['Altima'],2.5 SV,Houston,TX,"74,602","$8,500",Brilliant Silver,Charcoal,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Bluetooth', 'Remote Engine Start', 'Backup Camera']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
61,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Mitchell,SD,"10,305","$41,859",Firecracker Red Clearcoat,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
62,2014,Ford,['Fusion'],SE FWD,Sandy,UT,"65,535","$8,943",Tuxedo Black Metallic,Dune,22,34,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
63,2012,Honda,['Civic'],LX Sedan Automatic,Seattle,WA,"39,188","$8,991",Dyno Blue Pearl Ii,Gray,28,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
64,2015,Ram,['1500'],"Express Quad Cab 6'4"" Box 2WD",Rosedale,MD,"115,884","$13,900",Black Clearcoat,Diesel Gray/Black,17,25,5.7L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
65,2013,BMW,['X3'],xDrive28i AWD,Marietta,GA,"59,080","$12,939",Jet Black,Black,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Bluetooth', 'Power Trunk/Liftgate', 'Premium Seat Material']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
66,2014,Honda,['Civic'],LX Sedan CVT,Mableton,GA,"98,214","$9,499",Crystal Black Pearl,Black,30,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '3']",False
67,2015,Nissan,['Altima'],2.5,Brentwood,TN,"170,474","$5,999",Pearl White,Charcoal,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
68,2019,Nissan,['Altima'],SL FWD,Charlotte,NC,"41,563","$16,999",Brilliant Silver Metallic,Charcoal,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
69,2019,Nissan,['Altima'],SL FWD,Charlotte,NC,"41,509","$16,999",Gun Metallic,Charcoal,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
70,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Orlando,FL,"16,785","$37,400",Gray,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
71,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Lima,OH,"18,879","$39,966",Sting-Gray Clearcoat,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
72,2019,Toyota,['Tacoma'],TRD Off Road Double Cab 5' Bed V6 4WD Automatic,San Diego,CA,"24,726","$39,777",Magnetic Gray Metallic,Black,18,22,3.5L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
73,2013,Nissan,['Altima'],2.5 S Sedan,Columbus,GA,"133,632","$5,900",Super Black,Charcoal,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
74,2019,Nissan,['Sentra'],SV CVT,Phoenix,AZ,"36,184","$10,800",Fresh Powder,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
75,2015,Nissan,['Altima'],2.5 S,Brooklyn,NY,"58,062","$9,995",Pearl White,Beige,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Remote Engine Start', 'Bluetooth']","['1 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
76,2020,Mitsubishi,"['Eclipse', 'Cross']",ES FWD,Baton Rouge,LA,"33,315","$13,497",Pearl White,Black,26,29,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
77,2019,Kia,['Soul'],+ Automatic,Oakland,CA,"45,839","$11,497",Bright Silver,Black,25,30,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
78,2019,Nissan,['Sentra'],S CVT,Fort Worth,TX,"20,401","$11,995",Fresh Powder,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
79,2015,Chevrolet,['Tahoe'],LT RWD,Grapevine,TX,"222,936","$17,000",Black,Jet Black,16,23,5.3L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Lane Keep Assist', 'Parking Sensors', 'Tow Hitch', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
80,2017,Lexus,['RX'],RX 350 AWD,Freehold,NJ,"28,447","$30,995",Eminent White Pearl,Black,19,26,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Adaptive Cruise Control', 'Backup Camera', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
81,2014,Toyota,['Camry'],2014 L I4 Automatic,Nampa,ID,"53,620","$11,487",Gray 1f7m3 Gc2,Unknown,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
82,2014,Chevrolet,"['Silverado', '1500']",WT with 1WT Regular Cab Long Box 2WD,Rocky Mount,NC,"109,224","$12,495",Summit White,Jet Black/Dark Ash,18,24,4.3L V-6 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
83,2015,Chevrolet,"['Silverado', '1500']",WT Crew Cab Standard Box 4WD,McMinnville,OR,"83,903","$21,990",Summit White,Dark Ash/Jet Black,17,22,4.3L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
84,2017,Nissan,['Sentra'],SV CVT,Davie,FL,"14,530","$8,900",Super Black,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
85,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Tampa,FL,"16,899","$39,990",Blue,Unknown,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
86,2014,Toyota,['Camry'],2014 LE I4 Automatic,Indianapolis,IN,"112,476","$8,140",Super White,Ivory,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
87,2015,Chevrolet,"['Silverado', '1500']",LTZ with 1LZ Crew Cab Short Box 2WD,Birmingham,AL,"205,731","$17,000",Tungsten Metallic,Jet Black,16,23,5.3L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Backup Camera', 'Tow Hitch', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
88,2018,Honda,['Accord'],Sport 1.5T CVT,Humble,TX,"70,361","$16,244",Crystal Black Pearl,Black,29,35,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Adaptive Cruise Control', 'Backup Camera', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
89,2017,Nissan,['Sentra'],SV CVT,Duluth,GA,"78,733","$8,485",Super Black,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Moonroof', 'Bluetooth']","['1 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
90,2017,Ford,"['Transit', 'Connect', 'Van']",XL with Rear Symmetrical Doors LWB,Cincinnati,OH,"138,203","$10,968",Frozen White,Pewter,20,27,2.5L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
91,2018,Acura,['RDX'],SH-AWD with Technology Package,Salt Lake City,UT,"28,195","$22,500",Crystal Black Pearl,Ebony,19,27,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Blind Spot System', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Backup Camera']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
92,2019,Dodge,"['Grand', 'Caravan']",SXT,Puyallup,WA,"44,934","$13,999",Black Onyx Crystal Pearlcoat,Black,17,25,3.6L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Third Row Seating', 'Backup Camera', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
93,2013,Nissan,['Rogue'],S FWD,Arden,NC,"80,581","$7,995",Black Amethyst,Black,23,28,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
94,2015,Nissan,['Altima'],2.5 S,Nashville,TN,"103,791","$7,995",Pearl White,Beige,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
95,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Tyngsboro,MA,"9,189","$42,830",Bright White Clearcoat,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
96,2017,Mercedes-Benz,['GLS'],GLS 450 4MATIC,Woodbridge,VA,"16,219","$36,997",Gray,Black,19,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Remote Engine Start', 'Lane Keep Assist', 'Bluetooth', 'Moonroof', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
97,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Sherwood,AR,"12,289","$40,784",Ocean Blue Metallic Clearcoat,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
98,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Orlando,FL,"18,981","$37,300",Blue,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
99,2013,Nissan,['Altima'],2.5 SL Sedan,Murfreesboro,TN,"77,155","$8,495",Super Black,Beige,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
100,2020,Toyota,['Corolla'],LE CVT,Palmetto Bay,FL,"14,825","$13,998",Blueprint,Light Gray,30,38,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Adaptive Cruise Control', 'Backup Camera', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
101,2015,Chevrolet,"['Silverado', '1500']",WT Crew Cab Short Box 4WD,Everett,WA,"77,585","$21,500",Summit White,Dark Ash With Jet Black Interior Accents,17,22,4.3L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
102,2019,Dodge,['Journey'],GT AWD,Stafford,TX,"44,371","$15,980",Vice White,Black/Red,16,24,3.6L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Bluetooth', 'Premium Audio', 'Front Heated Seats', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
103,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Somersworth,NH,"5,131","$43,995",Bright White Clearcoat,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
104,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Orlando,FL,"15,316","$37,600",Red,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
105,2014,Ram,['1500'],"Tradesman Regular Cab 6'4"" Box 2WD",Puyallup,WA,"75,591","$13,816",Flame Red Clearcoat,Black,17,25,5.7L V-8 Gas,Automatic,RWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
106,2013,Hyundai,['Elantra'],GLS Sedan Automatic,Langhorne,PA,"123,857","$5,998",Harbor Gray Metallic,Gray,28,38,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Front Heated Seats', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
107,2014,Chevrolet,"['Silverado', '1500']",LT with 1LT Crew Cab Standard Box 4WD,Grand Forks,ND,"145,445","$19,000",Black,Jet Black,17,22,5.3L V-8 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Parking Sensors', 'Tow Hitch', 'Remote Engine Start', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
108,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Marlborough,MA,"9,313","$39,000",Ocean Blue Metallic Clearcoat,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
109,2014,Chevrolet,"['Silverado', '1500']",WT with 1WT Double Cab Standard Box 2WD,Aztec,NM,"137,669","$12,809",Summit White,Jet Black/Dark Ash,18,24,4.3L V-6 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
110,2015,Nissan,['Sentra'],SR CVT,Duluth,GA,"23,624","$9,985",Super Black,Charcoal,29,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Backup Camera', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
111,2015,Chevrolet,"['Silverado', '1500']",LT Z71 Double Cab Standard Box 4WD,Chantilly,VA,"125,559","$19,995",White,Dark Ash/Jet Black,17,22,4.3L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '0']",False
112,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Jefferson City,MO,"15,896","$41,999",Black Clearcoat,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
113,2020,Mitsubishi,"['Eclipse', 'Cross']",ES FWD,Murray,UT,"31,602","$13,597",Tarmac Black Metallic,Black,26,29,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
114,2018,Toyota,['Camry'],L I4 Automatic,West Covina,CA,"139,784","$11,881",Celestial Silver Metallic,Ash,29,41,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Adaptive Cruise Control', 'Backup Camera', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
115,2020,GMC,['Terrain'],SLT AWD,Irving,TX,"40,427","$20,750",Summit White,Jet Black,25,28,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Premium Seat Material', 'Remote Engine Start', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '0']",False
116,2019,Dodge,['Journey'],GT AWD,Albuquerque,NM,"35,864","$20,250",Redline 2 Coat Pearl,Black/Red,16,24,3.6L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Bluetooth', 'Premium Audio', 'Front Heated Seats', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
117,2019,Nissan,['Sentra'],SV CVT,Valdosta,GA,"25,455","$12,894",Brilliant Silver,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
118,2020,Jeep,['Compass'],Limited FWD,Phoenix,AZ,"6,165","$17,075",Jazz Blue Pearlcoat,Black,22,31,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth', 'Premium Seat Material', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
119,2016,Ford,['Fiesta'],S Hatchback,Sterling,VA,"59,900","$6,499",Shadow Black,Charcoal Black,28,36,1.6L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
120,2003,Lexus,['ES'],ES 300,Schaumburg,IL,"95,933","$5,800",Crystal White,Ivory,21,29,3.0L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Moonroof']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
121,2016,Ford,['Fiesta'],S Hatchback,Scottsdale,AZ,"47,178","$6,900",Oxford White,Charcoal Black,28,36,1.6L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
122,2013,Nissan,['Altima'],2.5 S Sedan,Lomita,CA,"91,000","$7,899",Super Black,Charcoal,27,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
123,2013,Honda,['Civic'],LX Sedan Automatic,Blue Mound,TX,"83,614","$10,590",Gray,Beige,28,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
124,2019,Toyota,['Camry'],LE Automatic,Raleigh,NC,"57,551","$14,980",Black,Unknown,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
125,2013,Hyundai,['Sonata'],GLS 2.4L,Hampton,VA,"100,136","$6,990",Pacific Blue Pearl,Gray,24,35,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Front Heated Seats']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
126,2016,Nissan,['Sentra'],S CVT,Savannah,GA,"88,571","$7,975",Silver,Other,29,38,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
127,2019,Nissan,['Sentra'],SV CVT,Conroe,TX,"38,262","$11,494",Brilliant Silver Metallic,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
128,2020,Toyota,['Sienna'],XLE Premium FWD 8-Passenger,Houston,TX,"2,679","$27,900",White,Gray,19,26,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
129,2013,Ford,['Explorer'],XLT FWD,Texas City,TX,"132,271","$10,480",Oxford White,Charcoal Black,17,24,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Parking Sensors', 'Third Row Seating', 'Bluetooth']","['2 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
130,2012,Toyota,['Camry'],L I4 Automatic,Deland,FL,"117,965","$7,226",Magnetic Gray Metallic,Ash,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
131,2020,Jeep,['Wrangler'],Unlimited Sahara High Altitude,Kent,WA,"9,097","$39,800",Black,Black,21,22,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '0']",False
