,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,vehicle_history,cpo
3188,2018,Honda,['Civic'],EX-T Sedan CVT,Long Island City,NY,"1,183","$17,995",Rallye Red,Black,32,42,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3189,2020,Hyundai,['Tucson'],SE AWD,Jersey City,NJ,"50,876","$18,897",Cream White,Gray,22,25,2.0L Inline-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Backup Camera', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3190,2009,Nissan,['Rogue'],SL AWD,Teterboro,NJ,"133,683","$4,999",Silver,Black,21,26,2.5L Inline-4 Gas,Automatic,AWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3191,2019,Jeep,['Wrangler'],Unlimited Sport S,Jersey City,NJ,"29,082","$33,197",Granite Crystal Metallic Clearcoat,Black,17,23,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3192,2015,Audi,['A4'],Premium Sedan 2.0T quattro Automatic,Jamaica,NY,"34,190","$16,998",Glacier White Metallic,Black,22,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Bluetooth', 'Moonroof', 'Multi-Zone Climate Control']","['1 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
3193,2017,Chevrolet,['Traverse'],LT with 1LT AWD,Long Island City,NY,"20,544","$20,995",Mosaic Black Metallic,Ebony,15,22,3.6L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Remote Engine Start', 'Parking Sensors', 'Moonroof', 'Third Row Seating', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
3194,2018,Lexus,['ES'],ES 350,New York,NY,"10,800","$29,495",Caviar,Black W/Linear Wood,21,30,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Adaptive Cruise Control', 'Backup Camera', 'Moonroof', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
3195,2017,Dodge,['Charger'],SXT RWD,Elmhurst,NY,"55,364","$15,295",Pitch Black Clearcoat,Black,19,30,3.6L V-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Audio', 'Remote Engine Start', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
3196,2017,INFINITI,['Q50'],3.0t Signature Edition AWD,Elmhurst,NY,"18,280","$18,880",Liquid Platinum,Graphite,19,27,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Navigation', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Premium Seat Material', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3197,2020,Nissan,['Pathfinder'],SL 4WD,Jersey City,NJ,"21,339","$27,297",Gun Metallic,Charcoal,20,27,3.5L V-6 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Backup Camera', 'Bluetooth', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Blind Spot System', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3198,2017,Mazda,['Mazda6'],Sport Automatic,Ozone Park,NY,"31,617","$14,850",Soul Red Metallic,Sand,26,35,2.5L Inline-4 Gas,Manual,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3199,2016,Acura,['MDX'],SH-AWD with Advance Package,Ridgewood,NY,"39,269","$23,995",White,Beige,19,26,3.5L V-6 Gas,Automatic,AWD,Gas,[],"['Frame Damaged', 'Fleet or Mixed Use', 'Clean', '2']",False
3200,2017,Lincoln,['MKC'],Premiere AWD,Ridgewood,NY,"124,715","$11,995",Black Velvet,Black,19,25,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Remote Engine Start', 'Backup Camera', 'Bluetooth', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3201,2018,Mercedes-Benz,['GLE'],GLE 350 4MATIC SUV,New York,NY,"21,466","$44,903",Black,Black,18,22,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
3202,2004,Nissan,['Frontier'],XE King Cab I4 2WD Manual,Teterboro,NJ,"313,752","$2,699",Beige,Gray,22,27,2.4L Inline-4 Gas,Manual,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3203,2014,Honda,['Odyssey'],EX-L,Brooklyn,NY,"106,693","$10,995",Alabaster Silver Metallic,Gray,19,28,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3204,2016,Ford,['Explorer'],XLT 4WD,Richmond Hill,NY,"64,680","$18,537",Shadow Black,Ebony Black,16,23,3.5L V-6 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Backup Camera', 'Bluetooth', 'Third Row Seating', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3205,2013,Rolls-Royce,['Ghost'],RWD,New York,NY,"6,307","$137,995",Diamond Black Metallic,Moccasin & Black Contrast,13,20,6.6L V-12 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Bluetooth', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
3206,2012,Toyota,['Camry'],XLE V6 Automatic,Union City,NJ,"95,244","$10,995",Blk,Ivory,21,30,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
3207,2020,Jeep,['Compass'],Trailhawk 4WD,Jersey City,NJ,"16,060","$23,597",White Clearcoat,Ruby Red/Black,22,30,2.4L Inline-4 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Bluetooth', 'Premium Seat Material', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3208,2010,Chevrolet,['Equinox'],LTZ AWD,Brooklyn,NY,"154,436","$4,995",Navy Blue Metallic,Jet Black/Light Titanium,20,29,3.0L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Front Heated Seats', 'Backup Camera', 'Bluetooth', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Remote Engine Start', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
3209,2013,Ford,"['Transit', 'Connect', 'Van']",XL with rear door privacy glass,Elmhurst,NY,"69,821","$9,800",Dark Blue,Dark Gray,21,27,2.0L Inline-4 Gas,Automatic,FWD,Gas,[],"['Frame Damaged', 'Fleet or Mixed Use', 'Clean', '2']",False
3210,2015,Mercedes-Benz,['M-Class'],ML 350 4MATIC,Richmond Hill,NY,"69,160","$20,637",Steel Gray Metallic,Auburn Brown/Black,17,22,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Bluetooth', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
3211,2017,Hyundai,['Elantra'],SE 2.0L Sedan Automatic (Ulsan) (alt),Long Island City,NY,"29,308","$9,349",Scarlet Red Pearl,Gray,29,38,2.0L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['1 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
3212,2017,INFINITI,['Q50'],3.0t SPORT AWD,Elmhurst,NY,"20,019","$20,890",Graphite Shadow,Graphite,19,27,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Blind Spot System', 'Parking Sensors', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3213,2019,Jeep,['Wrangler'],Unlimited Sport S,Jersey City,NJ,"29,815","$33,097",Billet Silver Metallic Clearcoat,Black,17,23,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3214,2020,Toyota,['Corolla'],LE CVT,Jamaica,NY,"25,145","$13,888",Celestite,Light Gray,30,38,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Adaptive Cruise Control', 'Backup Camera', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
3215,2019,Jeep,['Compass'],Limited FWD,Jersey City,NJ,"35,655","$18,297",Billet Silver Metallic Clearcoat,Black,22,31,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth', 'Premium Seat Material', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3216,2020,Mitsubishi,"['Eclipse', 'Cross']",ES S-AWC,Jersey City,NJ,"12,284","$18,097",Tarmac Black Metallic,Black,25,28,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3217,2012,Honda,['Accord'],EX-L with Navigation Coupe I4 Automatic,Jamaica,NY,"54,973","$9,995",Taffeta White,Ivory,22,33,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Bluetooth']","['Frame Damaged', 'Fleet or Mixed Use', 'Clean', '2']",False
3218,2017,Mercedes-Benz,['S-Class'],S 550 4MATIC Sedan,New York,NY,"15,436","$59,901",Black,Black,16,25,4.6L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Blind Spot System', 'Parking Sensors', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",True
3219,2018,Mercedes-Benz,['GLE'],GLE 350 4MATIC SUV,Long Island City,NY,"28,931","$42,377",Selenite Grey Metallic,Black,18,22,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
3220,2014,Chrysler,['300'],C John Varvatos Luxury Edition AWD,Brooklyn,NY,"142,077","$11,999",Phantom Black Tri-Coat Pearl,Black,18,27,5.7L V-8 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Parking Sensors', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3221,2005,Toyota,['Sienna'],CE 7-Passenger FWD,Hasbrouck Heights,NJ,"158,627","$3,525",Phantom Gray Pearl,Unknown,19,26,3.3L V-6 Gas,Automatic,FWD,Gas,[],"['2 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
3222,2017,Mercedes-Benz,['GLE'],GLE 350 4MATIC SUV,New York,NY,"19,439","$38,903",Black,Black,18,23,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Moonroof', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
3223,2016,Honda,['Accord'],LX Sedan I4 CVT,Ridgewood,NY,"183,778","$9,995",Crystal Black Pearl,Gray,27,37,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3224,2011,Dodge,['Durango'],Crew AWD,Ridgewood,NY,"97,732","$9,995",Blackberry Pearl,Black Interior,16,22,3.6L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Remote Engine Start', 'Backup Camera', 'Bluetooth', 'Power Trunk/Liftgate', 'Third Row Seating', 'Multi-Zone Climate Control', 'Parking Sensors']","['1 reported accidents', 'Fleet or Mixed Use', 'Clean', '4']",False
3225,2017,Mitsubishi,['Outlander'],SE S-AWC,Elmhurst,NY,"47,158","$11,890",Labrador Black Pearl,Black,24,29,2.4L Inline-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Third Row Seating', 'Backup Camera', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3226,2017,Mercedes-Benz,['C-Class'],C 300 4MATIC Sedan,New York,NY,"20,553","$28,901",Brilliant Blue Metallic,Black Mb-Tex,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
3227,2017,Mercedes-Benz,"['Metris', 'Passenger', 'Van']","Standard Roof 126"" Wheelbase",Long Island City,NY,"41,388","$19,995",Black,Black,20,23,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,[],"['Frame Damaged', 'Personal or Rental Use', 'Clean', '1']",False
3228,2008,Audi,['TT'],Roadster 3.2L quattro Automatic,Jamaica,NY,"57,350","$12,995",Silver,Black,18,24,3.2L V-6 Gas,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
3229,2020,Toyota,['Camry'],SE FWD Automatic,Hasbrouck Heights,NJ,"24,173","$19,990",Galactic Aqua Mica,Black,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Adaptive Cruise Control', 'Backup Camera', 'Premium Seat Material', 'Lane Keep Assist', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3230,2017,Mercedes-Benz,['GLE'],GLE 350 4MATIC SUV,Long Island City,NY,"49,069","$24,895",Designo Diamond White Metallic,Unknown,18,23,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Moonroof', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3231,2018,Mercedes-Benz,['GLC'],GLC 300 4MATIC SUV,Long Island City,NY,"36,873","$35,003",Polar White,Black,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Power Trunk/Liftgate', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
3232,2013,INFINITI,['QX56'],4WD (alt),Union City,NJ,"96,211","$21,995",Dark Currant,Graphite,14,20,5.6L V-8 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Parking Sensors', 'Tow Hitch']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '3']",False
3233,2012,Toyota,['Camry'],LE I4 Automatic,Union City,NJ,"74,697","$10,995",Gray,Gray,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3234,2020,Toyota,['4Runner'],TRD Off Road Premium 4WD,New York,NY,"25,443","$38,997",Magnetic Gray Metallic,Unknown,16,19,4.0L V-6 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Third Row Seating', 'Lane Keep Assist', 'Bluetooth', 'Navigation', 'Front Heated Seats', 'Adaptive Cruise Control', 'Backup Camera', 'Tow Hitch']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3235,2017,Subaru,['Forester'],2.5i Premium CVT,Ridgewood,NY,"127,206","$12,995",Crystal Black Silica,Black,26,32,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Blind Spot System', 'Backup Camera', 'Moonroof', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
3236,2013,Mercedes-Benz,['GL'],GL 450 4MATIC,Forest Hills,NY,"113,668","$14,998",Gray,Unknown,14,19,4.7L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Premium Seat Material', 'Third Row Seating', 'Backup Camera']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
3237,2017,Honda,['Accord'],Sport Sedan CVT,Woodside,NY,"32,519","$15,499",Lunar Silver Metallic,Black,26,34,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3238,2015,Toyota,['Camry'],LE I4 Automatic,Teterboro,NJ,"69,190","$11,499",Black,Black,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3239,2020,Hyundai,['Tucson'],SE AWD,Jersey City,NJ,"10,945","$21,997",Winter White,Gray,22,25,2.0L Inline-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Backup Camera', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3240,2018,Mercedes-Benz,['CLA'],CLA 250 4MATIC,Long Island City,NY,"18,386","$28,479",Cirrus White,Black,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Remote Engine Start', 'Backup Camera', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
3241,2018,Mitsubishi,['Outlander'],ES AWC,Forest Hills,NY,"40,288","$14,494",Black,Unknown,24,29,2.4L Inline-4 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3242,2019,Ford,['Fusion'],Titanium AWD,New York,NY,"35,812","$17,897",Ingot Silver Metallic,Ebony,20,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3243,2017,Honda,['CR-V'],EX AWD,Elmhurst,NY,"23,054","$19,395",Crystal Black Pearl,Black,27,33,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Moonroof', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3244,2007,Cadillac,['Escalade'],AWD,Ridgewood,NY,"132,449","$10,995",Champagne,Beige,13,19,6.2L V-8 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Front Heated Seats', 'Remote Engine Start', 'Parking Sensors', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Tow Hitch']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '4']",False
3245,2018,Toyota,['Camry'],LE I4 Automatic,Union City,NJ,"21,830","$17,495",Celestial Silver Metallic,Black,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Lane Keep Assist', 'Bluetooth', 'Adaptive Cruise Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3246,2018,Mercedes-Benz,['GLE'],GLE 350 4MATIC SUV,Long Island City,NY,"30,288","$39,967",Polar White,Black,18,22,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
3247,2002,Hyundai,"['Santa', 'Fe']",GLS V6 FWD Automatic,Teterboro,NJ,"195,375","$1,999",Black,Gray,19,26,2.7L V-6 Gas,Automatic,FWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
3248,2018,Nissan,['Versa'],SV CVT,Long Island City,NY,"33,788","$7,495",Super Black,Charcoal,31,39,1.6L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3249,2012,Volvo,['S60'],T5 FWD,Jackson Heights,NY,"73,617","$11,990",Black,Black,20,30,2.5L Inline-5 Gas Turbocharged,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3250,2017,Acura,['MDX'],SH-AWD with Technology Package,Elmhurst,NY,"48,797","$24,295",Lunar Silver Metallic,Black,18,26,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3251,2018,Mercedes-Benz,['GLC'],GLC 300 4MATIC SUV,Long Island City,NY,"17,776","$37,478",Black,Black,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Power Trunk/Liftgate', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",True
3252,2019,Nissan,['Altima'],SR FWD,Brooklyn,NY,"35,589","$16,120",Gun Metallic,Charcoal Sport,27,37,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Remote Engine Start', 'Backup Camera', 'Premium Seat Material', 'Blind Spot System', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3253,2016,Lexus,['RX'],RX 350 AWD,New York,NY,"33,382","$28,400",Silver Lining Metallic,Black,19,26,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Backup Camera', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3254,2019,Jeep,"['Grand', 'Cherokee']",Limited 4WD,Jersey City,NJ,"29,934","$28,397",Diamond Black Crystal Pearlcoat,Black,18,25,3.6L V-6 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Remote Engine Start', 'Blind Spot System', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3255,2011,Honda,['Civic'],LX Sedan Automatic,Long Island City,NY,"102,706","$7,995",Crystal Black Pearl,Beige,25,36,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
3256,2019,Nissan,['Altima'],SR FWD,Brooklyn,NY,"38,802","$15,995",Brilliant Silver Metallic,Charcoal Sport,27,37,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Remote Engine Start', 'Backup Camera', 'Premium Seat Material', 'Blind Spot System', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3257,2020,Mazda,['CX-5'],Touring FWD,Jersey City,NJ,"16,014","$22,897",Sonic Silver Metallic,Black,25,31,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3258,2018,BMW,['X4'],xDrive28i,Woodside,NY,"35,278","$30,995",Mineral White Metallic,Black,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control', 'Parking Sensors', 'Moonroof', 'Premium Seat Material', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
3259,2019,Nissan,['Altima'],SL FWD,Brooklyn,NY,"44,256","$16,598",Gun Metallic,Charcoal,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
