state,year,manufacturer,model,price,mileage,drive_type,transmission,fuel,url,img
CA,2017,BMW,X3,27500,30819,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5UXWX7C34H0U43220/2017-bmw-x3/,https://listings-prod.tcimg.net/listings/213192/20/32/5UXWX7C34H0U43220/IJTXVZZKV3UEWEOHYDUWMHFYZI-cr-360.jpg
CA,2019,Dodge,Journey,17990,5237,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3C4PDCAB0KT867912/2019-dodge-journey/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/12/79/3C4PDCAB0KT867912/GSU2YUNPOHZPSIALPIUASDJGV4-cr-360.jpg
CA,2020,Lexus,NX,33590,7979,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTJAARBZ9L2165858/2020-lexus-nx/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/58/58/JTJAARBZ9L2165858/WMBAIMRFDXE653NXKJDW2ZJ7QQ-cr-360.jpg
CA,2014,Volkswagen,CC,11500,49707,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WVWBP7AN8EE501378/2014-volkswagen-cc/,https://listings-prod.tcimg.net/listings/173031/78/13/WVWBP7AN8EE501378/IH3WBA32VJNDMGLCTLSHEPB67E-cr-360.jpg
CA,2018,Honda,CRV,20000,22365,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2HKRW5H37JH408548/2018-honda-cr-v/,https://listings-prod.tcimg.net/listings/3249/48/85/2HKRW5H37JH408548/5XWL74TLREU5GSZ2QNIWF45MXY-cr-360.jpg
CA,2014,Hyundai,Equus,17990,93532,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KMHGH4JH5EU076487/2014-hyundai-equus/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/87/64/KMHGH4JH5EU076487/CVEG22WA2ECYJZOL7XNXN7XFFE-cr-360.jpg
CA,2014,Mercedes-Benz,CClass,17590,46783,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WDDGF8AB9EG235139/2014-mercedes-benz-c-class/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/39/51/WDDGF8AB9EG235139/YIP3OZH3PFA3S5W4USH23QKF5Y-cr-360.jpg
CA,2012,Audi,A5,11000,68470,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WAUCFAFR4CA005513/2012-audi-a5/,https://listings-prod.tcimg.net/listings/176989/13/55/WAUCFAFR4CA005513/YD5BUHPAQC72MNKKIODNCAP5HE-og-360.jpg
CA,2018,Toyota,Highlander,24990,31090,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5TDZZRFH8JS253290/2018-toyota-highlander/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/90/32/5TDZZRFH8JS253290/RMHDU3WG2HVIC5CMHWUJDP3BSA-cr-360.jpg
CA,2015,Ford,Taurus,13590,60311,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1FAHP2E81FG176246/2015-ford-taurus/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/46/62/1FAHP2E81FG176246/DME42CAIGSUXCMS22GS2BPN4T4-cr-360.jpg
CA,2018,Toyota,RAV4,20791,19134,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T3ZFREV7JW467699/2018-toyota-rav4/,https://listings-prod.tcimg.net/listings/2747/99/76/2T3ZFREV7JW467699/43MEBXNMGRZ6J4I3I46OHFPZS4-cr-360.jpg
CA,2019,Nissan,Sentra,16990,10021,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP5KY253569/2019-nissan-sentra/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/69/35/3N1AB7AP5KY253569/W2CPJGL3WZPUZA2OHIN2W7D7WU-cr-360.jpg
CA,2015,Audi,RS7,57990,31892,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WUAW2AFC7FN900940/2015-audi-rs-7/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/40/09/WUAW2AFC7FN900940/AK265CSJOD6YB6QVNO25632IZM-cr-360.jpg
CA,2020,Chevrolet,Malibu,17990,16809,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST9LF031354/2020-chevrolet-malibu/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/54/13/1G1ZD5ST9LF031354/SCNITILO4LFAU3YJLEPS3YU4S4-cr-360.jpg
CA,2014,Honda,CRV,15990,22512,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3CZRM3H3XEG701248/2014-honda-cr-v/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/48/12/3CZRM3H3XEG701248/XG7A2DOIQUJNASZEX2S7TORYTA-cr-360.jpg
CA,2014,Hyundai,Sonata,10590,81790,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5NPEB4AC3EH871534/2014-hyundai-sonata/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/34/15/5NPEB4AC3EH871534/DNFTDLWROYSSB6MG5AHM6IOKR4-cr-360.jpg
NY,2016,Kia,Soul,11990,66064,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KNDJP3A57G7250512/2016-kia-soul/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/12/05/KNDJP3A57G7250512/GDBQ5VRUIKBXJWSVBCO7CURYFY-cr-360.jpg
NY,2018,Mercedes-Benz,CClass,33398,21433,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/55SWF4KB0JU251326/2018-mercedes-benz-c-class/,https://listings-prod.tcimg.net/listings/171212/26/13/55SWF4KB0JU251326/2W7BXWGUUTODYCAFEFXCHWAXIU-cr-360.jpg
NY,2014,Jeep,Wrangler,26990,42459,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1C4BJWDG1EL155419/2014-jeep-wrangler/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/19/54/1C4BJWDG1EL155419/GK355OT2ND77SWAZFNXFBIN5MU-cr-360.jpg
NY,2013,Lexus,ES,16590,76560,FWD,Automatic,Hybrid,https://www.truecar.com/used-cars-for-sale/listing/JTHBW1GG9D2016139/2013-lexus-es/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/39/61/JTHBW1GG9D2016139/Q6PBRQ4I74LOYTCW44EBIMWBVM-cr-360.jpg
NY,2010,Acura,TL,7995,113433,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/19UUA8F23AA020827/2010-acura-tl/,https://listings-prod.tcimg.net/listings/54321/27/08/19UUA8F23AA020827/6DXMCLDOMETWQFYEB4NLQPHTLY-cr-360.jpg
NY,2020,Chevrolet,Impala,27495,11403,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1G1105S30LU112652/2020-chevrolet-impala/,https://listings-prod.tcimg.net/listings/58521/52/26/1G1105S30LU112652/3KEFSLT47MZELBNK2I5DADRVPA-og-360.jpg
NJ,2015,Kia,Optima,8999,85066,FWD,Automatic,Hybrid,https://www.truecar.com/used-cars-for-sale/listing/KNAGN4AD8F5090824/2015-kia-optima/,https://listings-prod.tcimg.net/listings/21504/24/08/KNAGN4AD8F5090824/5GCNUNWC3NGAQMJCXY6XBZZMOA-cr-360.jpg
NY,2018,Volkswagen,Passat,19995,7338,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1VWAA7A36JC013769/2018-volkswagen-passat/,https://listings-prod.tcimg.net/listings/58521/69/37/1VWAA7A36JC013769/FIENN5WGKLMUDHJXTGFDXWRFYI-og-360.jpg
NY,2011,BMW,M3,36990,19543,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WBSKG9C52BE797320/2011-bmw-m3/?zipcode=11372,https://listings-prod.tcimg.net/listings/175576/20/73/WBSKG9C52BE797320/EMMIK4KUNIKYGHW6Y54GXSIJB4-cr-360.jpg
NY,2017,Subaru,Outback,18590,35312,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/4S4BSAAC6H3357738/2017-subaru-outback/?zipcode=11372,https://listings-prod.tcimg.net/listings/175576/38/77/4S4BSAAC6H3357738/6FXI4LK7RIB26GSB2A64LHEWKQ-cr-360.jpg
NY,2014,Toyota,Camry,13590,99785,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/4T1BK1FK4EU024198/2014-toyota-camry/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/98/41/4T1BK1FK4EU024198/4ZKC2JT6QIYHZX5COEUPF6QSDA-cr-360.jpg
NY,2020,Toyota,RAV4,24305,17353,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T3W1RFV1LC043858/2020-toyota-rav4/,https://listings-prod.tcimg.net/listings/30623/58/38/2T3W1RFV1LC043858/XKKWLHHAQSTNMW4XQDN6WQTJNE-cr-360.jpg
NY,2015,Hyundai,Sonata,10990,93729,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5NPE24AF4FH225740/2015-hyundai-sonata/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/40/57/5NPE24AF4FH225740/ENQXEM4XILY5IBZPXW2MGYJB3M-cr-360.jpg
"","","","","","","","","",https://www.truecar.com/used-cars-for-sale/listing/JNRAS08W38X201627/2008-infiniti-fx/,""
NY,2018,Lexus,ES,28990,13226,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/58ABK1GG2JU115175/2018-lexus-es/?zipcode=11372,https://listings-prod.tcimg.net/listings/175576/75/51/58ABK1GG2JU115175/GWN67MVSJXLZ6MYXDDWRJWHJOU-cr-360.jpg
NJ,2007,Ford,EconolineCommercialCutaway,9900,82111,RWD,Automatic,Diesel,https://www.truecar.com/used-cars-for-sale/listing/1FDXE45P17DA73096/2007-ford-econoline-commercial-cutaway/,https://listings-prod.tcimg.net/listings/52447/96/30/1FDXE45P17DA73096/G7LU6ARDJISJZJJA3Y3I34IDVY-cr-360.jpg
NY,2020,Mercedes-Benz,GLE,56998,5008,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/4JGFB4KB5LA153347/2020-mercedes-benz-gle/,https://listings-prod.tcimg.net/listings/171212/47/33/4JGFB4KB5LA153347/LPZ5Z6NCYZVBBECB7G25X4N5CY-cr-360.jpg
NJ,2017,Lexus,RX,31794,44770,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T2BZMCA6HC116827/2017-lexus-rx/,https://listings-prod.tcimg.net/listings/190585/27/68/2T2BZMCA6HC116827/CAABQKCSCTFFU3NVSUOE2BLU2Q-cr-360.jpg
NJ,2017,Honda,Accord,17995,24715,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F57HA123948/2017-honda-accord/,https://listings-prod.tcimg.net/listings/22960/48/39/1HGCR2F57HA123948/CZLG4VQSWJ5YWDUKWCF4QVLRCI-cr-360.jpg
NY,2019,Nissan,Sentra,13990,12419,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP5KY210852/2019-nissan-sentra/,https://listings-prod.tcimg.net/listings/7095/52/08/3N1AB7AP5KY210852/UOPYNG7GMIGKNEK27VSJ2WW3B4-cr-360.jpg
NY,2018,Toyota,Camry,17990,51313,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/4T1B11HK5JU016752/2018-toyota-camry/?zipcode=11372,https://listings-prod.tcimg.net/listings/175576/52/67/4T1B11HK5JU016752/7XOSKE45MPAQXWCA4P7EDZDGJM-cr-360.jpg
NJ,2017,Mercedes-Benz,CClass,31839,27430,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/55SWF4KB3HU209596/2017-mercedes-benz-c-class/,https://listings-prod.tcimg.net/listings/6266/96/95/55SWF4KB3HU209596/AMYDA4VVUAIOCS4NRV7J52GNSQ-cr-360.jpg
NY,2016,Lexus,RX,30990,52115,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T2BZMCA5GC013428/2016-lexus-rx/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/28/34/2T2BZMCA5GC013428/LMBQCTPY2WITD7BR55WLDBGRAA-cr-360.jpg
NY,2017,Genesis,G80,25322,39572,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KMHGN4JE9HU200361/2017-genesis-g80/,https://listings-prod.tcimg.net/listings/30623/61/03/KMHGN4JE9HU200361/TYWH4PI6WT4XA7WOOICSL2QIB4-cr-360.jpg
NY,2019,Jeep,Renegade,17990,2756,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/ZACNJABB1KPJ77139/2019-jeep-renegade/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/39/71/ZACNJABB1KPJ77139/V4YLHRBVA4PBY2DX2AXRXWYZIA-cr-360.jpg
NY,2017,Jeep,GrandCherokee,22995,58188,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFBG1HC872862/2017-jeep-grand-cherokee/,https://listings-prod.tcimg.net/listings/89931/62/28/1C4RJFBG1HC872862/BV25ZJ44OVIQ4WDU5HL2U5XWPM-cr-360.jpg
NJ,2017,Lexus,NX,31485,16384,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTJBARBZ7H2148276/2017-lexus-nx/,https://listings-prod.tcimg.net/listings/190585/76/82/JTJBARBZ7H2148276/BWVOJL5M7RTRZRHJCQOIOGP7EI-cr-360.jpg
NY,2013,Acura,TSX,13990,76248,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JH4CU2F68DC009928/2013-acura-tsx/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/28/99/JH4CU2F68DC009928/TUKAAJPSAXWWKVLDUNR3SHCH2Y-cr-360.jpg
NJ,2016,Mercedes-Benz,CLA,19499,45788,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WDDSJ4GBXGN386224/2016-mercedes-benz-cla/,https://listings-prod.tcimg.net/listings/21504/24/62/WDDSJ4GBXGN386224/EMARE45QPXTINWAUPYLMWX3AIM-cr-360.jpg
NJ,2017,Lincoln,MKX,27999,28997,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2LMPJ8LR2HBL24047/2017-lincoln-mkx/,https://listings-prod.tcimg.net/listings/129470/47/40/2LMPJ8LR2HBL24047/F3NJV2CP4S3LC2HQHRFQOVW7LU-cr-360.jpg
CA,2019,Mercedes-Benz,CLA,27994,9001,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WDDSJ4EB6KN712533/2019-mercedes-benz-cla/,https://listings-prod.tcimg.net/listings/182547/33/25/WDDSJ4EB6KN712533/JQVHAI54IPBPP6RI5RLLYGNAF4-cr-360.jpg
CA,2016,MINI,Countryman,17590,24869,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WMWZC3C51GWT09147/2016-mini-countryman/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/47/91/WMWZC3C51GWT09147/U456PXLZXZF4LOV6TMIIJEBLRE-cr-360.jpg
CA,2014,Lexus,ES,19590,50967,FWD,Automatic,Hybrid,https://www.truecar.com/used-cars-for-sale/listing/JTHBW1GG8E2054267/2014-lexus-es/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/67/42/JTHBW1GG8E2054267/2NRNKTAJUOVYEAXI3H2QXIJ6RA-cr-360.jpg
CA,2014,INFINITI,Q50,19990,73779,AWD,Automatic,Hybrid,https://www.truecar.com/used-cars-for-sale/listing/JN1AV7AR8EM702145/2014-infiniti-q50/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/45/21/JN1AV7AR8EM702145/LONNY5RHTKNDA63ZQP5NP7ANTE-cr-360.jpg
CA,2014,Toyota,FJCruiser,30990,51072,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTEZU4BF0EK013696/2014-toyota-fj-cruiser/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/96/36/JTEZU4BF0EK013696/3LUO2KKF4CEJCYXJV5SSUHVOAY-cr-360.jpg
CA,2018,Toyota,Corolla,14829,27738,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHE4JP794848/2018-toyota-corolla/,https://listings-prod.tcimg.net/listings/2747/48/48/5YFBURHE4JP794848/4BU7F2WTKY4TNZGFTJXOHPI6OY-cr-360.jpg
CA,2020,Kia,Sportage,17590,13455,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KNDPM3AC1L7700666/2020-kia-sportage/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/66/06/KNDPM3AC1L7700666/AQSTFPTAR42ZZFWAG672SFUCT4-cr-360.jpg
CA,2019,Nissan,Maxima,21990,22922,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1N4AA6AV1KC369813/2019-nissan-maxima/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/13/98/1N4AA6AV1KC369813/WCBPXHZ3CIB25KKYQWXIXHWM6E-cr-360.jpg
CA,2013,Honda,Accord,16590,25077,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1HGCR3F86DA005559/2013-honda-accord/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/59/55/1HGCR3F86DA005559/WXALLYRL2JYHMM7AP72ZR7WLTA-cr-360.jpg
CA,2017,Chevrolet,Malibu,14590,36160,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1G1ZE5ST1HF178269/2017-chevrolet-malibu/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/69/82/1G1ZE5ST1HF178269/46RCQY6VDCVKIYBV7XYA5JU7UQ-cr-360.jpg
CA,2011,Acura,MDX,14990,100825,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2HNYD2H28BH549298/2011-acura-mdx/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/98/92/2HNYD2H28BH549298/4GJBQSH3ZJWT3TLTIJH42QV7UM-cr-360.jpg
CA,2018,Mercedes-Benz,CLA,25548,18774,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WDDSJ4EB2JN551144/2018-mercedes-benz-cla/,https://listings-prod.tcimg.net/listings/193133/44/11/WDDSJ4EB2JN551144/MPJOGE3GO4M2WX5S5ZZKYC42QI-cr-360.jpg
CA,2014,Volkswagen,GolfGTI,15990,69245,FWD,Manual,Gas,https://www.truecar.com/used-cars-for-sale/listing/WVWGD7AJ0EW003679/2014-volkswagen-golf-gti/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/79/36/WVWGD7AJ0EW003679/4U32FQ5Z25TBPL47MZOGBBKZAQ-cr-360.jpg
CA,2017,Mazda,CX5,18990,41202,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JM3KFBCL3H0197757/2017-mazda-cx-5/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/57/77/JM3KFBCL3H0197757/4CQD2NDBCX34GTRN5D4IXGH6BE-cr-360.jpg
CA,2018,Ram,1500,28990,26715,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1C6RR7GG8JS337621/2018-ram-1500/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/21/76/1C6RR7GG8JS337621/XII4JJJ4GU3GLIB43CZIMXEKEI-cr-360.jpg
CA,2020,GMC,Terrain,25990,3063,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3GKALPEX6LL240675/2020-gmc-terrain/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/75/06/3GKALPEX6LL240675/7XDODA5DTW3F33UJQIAGFR4JYE-cr-360.jpg
CA,2015,Toyota,Camry,13590,58148,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/4T4BF1FK6FR481106/2015-toyota-camry/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/06/11/4T4BF1FK6FR481106/7AWKI47TYSMHF7FKRCCPD6VMSU-cr-360.jpg
CA,2012,MINI,CooperCoupe,15990,34978,FWD,Manual,Gas,https://www.truecar.com/used-cars-for-sale/listing/WMWSX5C51CT141541/2012-mini-cooper-coupe/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/41/15/WMWSX5C51CT141541/PVY43SECFSVTG5Z7EBDN72HGEA-cr-360.jpg
CA,2018,Kia,Sportage,15990,35698,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KNDPMCAC0J7316343/2018-kia-sportage/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/43/63/KNDPMCAC0J7316343/T645JPOFYAJP46XX4MC7GKSOWU-cr-360.jpg
CA,2015,Porsche,Macan,31990,52648,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WP1AB2A58FLB55423/2015-porsche-macan/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/23/54/WP1AB2A58FLB55423/LWKCA465LDSVBK4J7QATB6JILI-cr-360.jpg
CA,2018,Honda,CRV,23250,37350,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2HKRW1H88JH504323/2018-honda-cr-v/,https://listings-prod.tcimg.net/listings/4441/23/43/2HKRW1H88JH504323/4OWIYTF32JCP55BTYDP2WPERQU-cr-360.jpg
CA,2017,Jeep,Renegade,16990,14215,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/ZACCJBBB0HPG58704/2017-jeep-renegade/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/04/87/ZACCJBBB0HPG58704/MTTFCQWZYOGEBJN7XR4EF6ZT7Y-cr-360.jpg
CA,2017,Mercedes-Benz,CLA,22995,42667,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WDDSJ4GB6HN410097/2017-mercedes-benz-cla/,https://listings-prod.tcimg.net/listings/168966/97/00/WDDSJ4GB6HN410097/ASO2HPOL65OL5I4AXMRAQFB2VY-og-360.jpg
CA,2020,Volvo,XC60,38590,14954,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/YV4A22RK1L1441873/2020-volvo-xc60/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/73/18/YV4A22RK1L1441873/7QX3S5X2EEV363ITDJ4RZZBAX4-cr-360.jpg
CA,2017,Toyota,RAV4,17500,33494,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T3ZFREV9HW375567/2017-toyota-rav4/,https://listings-prod.tcimg.net/listings/213192/67/55/2T3ZFREV9HW375567/XRJD64YN4IV5LGV3CGDPDNVN3Y-cr-360.jpg
CA,2018,BMW,4Series,27990,26945,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WBA4J1C5XJBG77865/2018-bmw-4-series/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/65/78/WBA4J1C5XJBG77865/S664I4BXBTEJZUDQRVFZ6OOMCY-cr-360.jpg
CA,2013,BMW,3Series,15990,72076,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WBA3B3C50DF543607/2013-bmw-3-series/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/07/36/WBA3B3C50DF543607/QR75AAV2O4R4XCP2AN2CO3IIEY-cr-360.jpg
CA,2019,Volkswagen,eGolf,18590,9961,FWD,Automatic,Electric,https://www.truecar.com/used-cars-for-sale/listing/WVWKR7AU0KW914905/2019-volkswagen-e-golf/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/05/49/WVWKR7AU0KW914905/7IWOMKWIUCWI3RCFFT3O42E354-cr-360.jpg
CA,2017,BMW,5Series,26700,47399,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WBAJA5C39HG894407/2017-bmw-5-series/,https://listings-prod.tcimg.net/listings/168966/07/44/WBAJA5C39HG894407/JONKGOUUBQJEZWHNFNM2TOHEEI-og-360.jpg
CA,2015,Nissan,Rogue,14990,42392,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KNMAT2MV9FP506908/2015-nissan-rogue/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/08/69/KNMAT2MV9FP506908/TYOPUPXGTOUMYH7QTDWRFP624I-cr-360.jpg
NJ,2016,Ram,1500,34995,57731,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1C6RR7YT3GS354430/2016-ram-1500/,https://listings-prod.tcimg.net/listings/22960/30/44/1C6RR7YT3GS354430/VBXW2SH34E5GSS3YXLPPBGKZZQ-cr-360.jpg
NY,2013,Jeep,Wrangler,28990,78714,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1C4BJWFG7DL582924/2013-jeep-wrangler/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/24/29/1C4BJWFG7DL582924/X2OMVILTWBWCQ2NXNFXINDCX6E-cr-360.jpg
NY,2015,Mercedes-Benz,MClass,21950,65349,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/4JGDA5HBXFA473887/2015-mercedes-benz-m-class/,https://listings-prod.tcimg.net/listings/105145/87/38/4JGDA5HBXFA473887/KYQ2B5ZFFXHVCJBXD4QQG47VUQ-cr-360.jpg
NY,2003,Honda,Accord,3995,131966,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1HGCM56643A029673/2003-honda-accord/,https://listings-prod.tcimg.net/listings/51925/73/96/1HGCM56643A029673/OYCZG2M55BGE4ZFDM6KHVUWWZM-cr-360.jpg
NY,2016,Chevrolet,Equinox,10994,85073,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2GNFLFEK4G6309350/2016-chevrolet-equinox/,https://listings-prod.tcimg.net/listings/21236/50/93/2GNFLFEK4G6309350/QTJ3Z37ESOXNOHWL3UJKIRFWJE-cr-360.jpg
NY,2019,Ford,Taurus,17990,30110,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1FAHP2F80KG106665/2019-ford-taurus/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/65/66/1FAHP2F80KG106665/326LBCOONFSWDY22AWF5HDZO6A-cr-360.jpg
NY,2018,Chevrolet,Camaro,20990,36074,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1G1FB1RS7J0117907/2018-chevrolet-camaro/,https://listings-prod.tcimg.net/listings/24344/07/79/1G1FB1RS7J0117907/XT7VMSNSAS2JHPZ523ZZ6FFTMM-cr-360.jpg
NY,2014,Toyota,Camry,12850,58528,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/4T1BF1FK2EU367662/2014-toyota-camry/,https://listings-prod.tcimg.net/listings/21648/62/76/4T1BF1FK2EU367662/TOZDRAJBY5GND7FQMD44QUZJRE-cr-360.jpg
NY,2015,Honda,Civic,12990,88372,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/19XFB2F95FE100200/2015-honda-civic/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/00/02/19XFB2F95FE100200/NK5PB4S2XCNBEKM56YWIRF2FHU-cr-360.jpg
NY,2017,Audi,A4,18395,48833,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WAUANAF40HN039236/2017-audi-a4/,https://listings-prod.tcimg.net/listings/87990/36/92/WAUANAF40HN039236/RODHRO63GGW4GCFZ6AAVXGF2DI-cr-360.jpg
