state,year,manufacturer,model,price,mileage,drive_type,transmission,fuel,url,img
CA,2011,Toyota,Prius,5995,174043,FWD,Automatic,Hybrid,https://www.truecar.com/used-cars-for-sale/listing/JTDKN3DU8B0298177/2011-toyota-prius/,https://listings-prod.tcimg.net/listings/127974/77/81/JTDKN3DU8B0298177/QJRVA2OKQWJMHF4AXIZML3XIS4-cr-360.jpg
CA,2017,Lexus,IS,24990,26309,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTHBA1D23H5047995/2017-lexus-is/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/95/79/JTHBA1D23H5047995/VJ5JKLQHVR3GMUYS4QW4LIFOWY-cr-360.jpg
CA,2019,Volkswagen,Jetta,15990,25239,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3VWC57BU0KM068321/2019-volkswagen-jetta/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/21/83/3VWC57BU0KM068321/UPBNFXYHYATNMSW2IZR5VX6ZCU-cr-360.jpg
CA,2012,Honda,Accord,11990,71679,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1HGCP2F65CA080539/2012-honda-accord/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/39/05/1HGCP2F65CA080539/MZZ4TQYAU6WPQLSXSUO5L23GBQ-cr-360.jpg
CA,2013,Chevrolet,Volt,11990,49428,FWD,Automatic,Plug-In Hybrid,https://www.truecar.com/used-cars-for-sale/listing/1G1RB6E40DU129735/2013-chevrolet-volt/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/35/97/1G1RB6E40DU129735/VJV5W4ZVMP3CA33ZGO4JAXKQF4-cr-360.jpg
CA,2019,Ford,F150,42990,23246,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1E52KFB47922/2019-ford-f-150/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/22/79/1FTEW1E52KFB47922/5OVQ45ZUJSPPSTDBH5XFNA5PII-cr-360.jpg
CA,2017,Nissan,Versa,8750,36463,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3N1CE2CP3HL377488/2017-nissan-versa/,https://listings-prod.tcimg.net/listings/173031/88/74/3N1CE2CP3HL377488/LN67BJGW3H5WJ6D3LULALFVC6Q-cr-360.jpg
CA,2018,Toyota,Tacoma,28990,17499,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5TFAZ5CN3JX064590/2018-toyota-tacoma/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/90/45/5TFAZ5CN3JX064590/Q7QVL6T7EQQP72ZBXELNLBC7UU-cr-360.jpg
CA,2017,Lexus,IS,25990,13380,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTHBA1D21H5058283/2017-lexus-is/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/83/82/JTHBA1D21H5058283/7YLROFLEUDDXZEX6XTNUBEX5AI-cr-360.jpg
CA,2016,Ford,Mustang,25990,50281,RWD,Manual,Gas,https://www.truecar.com/used-cars-for-sale/listing/1FA6P8CF4G5245732/2016-ford-mustang/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/32/57/1FA6P8CF4G5245732/JBMLPGHKJCNQJH2X3JCQZRCROE-cr-360.jpg
CA,2016,BMW,3Series,12999,93068,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WBA8E9C55GK645495/2016-bmw-3-series/,https://listings-prod.tcimg.net/listings/59433/95/54/WBA8E9C55GK645495/UDYE6DY6WSI7N3YBRS4PIJY4OQ-cr-360.jpg
CA,2019,Mitsubishi,Outlander,16990,33363,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JA4AZ3A30KZ044402/2019-mitsubishi-outlander/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/02/44/JA4AZ3A30KZ044402/WKZOOM7RATREDP4ET32BSS36OI-cr-360.jpg
CA,2013,Audi,A6,10995,145202,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WAUGFAFC6DN158191/2013-audi-a6/,https://listings-prod.tcimg.net/listings/32157/91/81/WAUGFAFC6DN158191/RYU2MJNDAL5XDQCJCWMDU2W7VY-cr-360.jpg
CA,2018,Honda,Civic,15980,27235,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2HGFC2F77JH585224/2018-honda-civic/?zipcode=90077,https://listings-prod.tcimg.net/listings/19296/24/52/2HGFC2F77JH585224/45TPY2I35ORCLN4PNPB3TSEMGE-cr-360.jpg
CA,2009,Lexus,LS,11995,147571,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTHBL46F795090068/2009-lexus-ls/,https://listings-prod.tcimg.net/listings/32157/68/00/JTHBL46F795090068/UHOM5SJ3JQXZWMOSCBN3TMBBIU-cr-360.jpg
CA,2017,MINI,Hardtop,18999,4837,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WMWXP5C30H2F61053/2017-mini-hardtop/,https://listings-prod.tcimg.net/listings/182623/53/10/WMWXP5C30H2F61053/IGJ2JM4IDIRCNWJMFAJ5JBE4AA-cr-360.jpg
CA,2009,Jeep,GrandCherokee,10990,85561,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1J8GS48K49C511334/2009-jeep-grand-cherokee/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/34/13/1J8GS48K49C511334/3ADLZASEGQDRQZQIELISFVY5JM-cr-360.jpg
CA,2019,Nissan,Pathfinder,23500,31110,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5N1DR2MM4KC626583/2019-nissan-pathfinder/,https://listings-prod.tcimg.net/listings/213192/83/65/5N1DR2MM4KC626583/WDPRVEODJONHH3J6PVSS6ADMIA-cr-360.jpg
CA,2017,Toyota,Tacoma,29499,19555,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3TMAZ5CN4HM050200/2017-toyota-tacoma/,https://listings-prod.tcimg.net/listings/2747/00/02/3TMAZ5CN4HM050200/KJP7TBRORO6MPCE2HT4E44PTFY-cr-360.jpg
CA,2017,Jeep,Compass,16995,23738,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3C4NJDBB9HT693111/2017-jeep-compass/,https://listings-prod.tcimg.net/listings/3385/11/31/3C4NJDBB9HT693111/DVEA4OOPJKW2XDX7OOYK52TP4A-cr-360.jpg
CA,2020,Ford,Fusion,19995,2875,FWD,Automatic,Hybrid,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0LU8LR113967/2020-ford-fusion/,https://static.tcimg.net/vehicles/primary/cca21c19359fd9de/2020-Ford-Fusion-white-full_color-driver_side_front_quarter.png?fill=solid&fit=fill&h=33.21360.jpg
CA,2018,Hyundai,Kona,14994,38773,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KM8K62AA8JU101626/2018-hyundai-kona/,https://listings-prod.tcimg.net/listings/182547/26/16/KM8K62AA8JU101626/SHQM4NT5HDPQIO5FAQ5ROUKDGY-cr-360.jpg
CA,2017,Hyundai,Tucson,15590,30060,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KM8J3CA41HU481844/2017-hyundai-tucson/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/44/18/KM8J3CA41HU481844/D22XHVG4HYM4TKBOWBKUPOK3SQ-cr-360.jpg
CA,2017,Lexus,NX,24988,33049,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTJYARBZ1H2083385/2017-lexus-nx/,https://listings-prod.tcimg.net/listings/1129/85/33/JTJYARBZ1H2083385/A2MB3FVLSWQWOIBJ6N6D6AZFTY-cr-360.jpg
CA,2017,Mercedes-Benz,CClass,25645,25439,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/55SWF4JB7HU233028/2017-mercedes-benz-c-class/,https://listings-prod.tcimg.net/listings/193133/28/30/55SWF4JB7HU233028/LWNHJVRYFAUXIOTQQZVPXKBELQ-cr-360.jpg
NJ,2017,Lincoln,MKZ,22999,19499,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3LN6L5F95HR664287/2017-lincoln-mkz/,https://listings-prod.tcimg.net/listings/129470/87/42/3LN6L5F95HR664287/K44ARWM4JFWFXEYUHHVFCCHW2Y-cr-360.jpg
NJ,2015,Dodge,Journey,7800,142883,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3C4PDDBG1FT549092/2015-dodge-journey/,https://listings-prod.tcimg.net/listings/44357/92/90/3C4PDDBG1FT549092/MGRVD4YK7H354B6SPDDNX4K65Y-cr-360.jpg
NJ,2015,Hyundai,Sonata,8995,100774,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5NPE34AF9FH088937/2015-hyundai-sonata/,https://listings-prod.tcimg.net/listings/212680/37/89/5NPE34AF9FH088937/CYZ3VSQ5OPOWTLOYAJ43D4CF6A-cr-360.jpg
NJ,2015,Buick,Enclave,12995,104387,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5GAKVBKD6FJ355328/2015-buick-enclave/,https://listings-prod.tcimg.net/listings/212680/28/53/5GAKVBKD6FJ355328/TDABXIU26Q7EPS2QMJS47DB7RE-cr-360.jpg
NY,2015,Nissan,Altima,12990,44256,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP7FC165243/2015-nissan-altima/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/43/52/1N4AL3AP7FC165243/OZ3YGYXPNFEMAXPTXHRXS5P5LM-cr-360.jpg
NY,2017,Lexus,RX,31590,26411,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T2ZZMCA4HC044752/2017-lexus-rx/?zipcode=11372,https://listings-prod.tcimg.net/listings/175576/52/47/2T2ZZMCA4HC044752/S7KE54GP2ZNUVTTSCAWZYJFJY4-cr-360.jpg
NY,2016,Chrysler,TownCountry,11995,50339,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1BG8GR281916/2016-chrysler-town-country/,https://listings-prod.tcimg.net/listings/87990/16/19/2C4RC1BG8GR281916/QI43W3D5HZF63VAE7N2AIFCDEE-cr-360.jpg
NJ,2016,Volvo,XC90,22995,80713,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/YV4A22PK5G1038875/2016-volvo-xc90/,https://listings-prod.tcimg.net/listings/22960/75/88/YV4A22PK5G1038875/3XPTWMBJBLT2EI2RMPOUK4KXBI-cr-360.jpg
NY,2012,Dodge,Challenger,23990,88026,RWD,Manual,Gas,https://www.truecar.com/used-cars-for-sale/listing/2C3CDYCJ9CH238891/2012-dodge-challenger/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/91/88/2C3CDYCJ9CH238891/QYXKNFGTZOC76ODGX3WJW2FLOY-cr-360.jpg
NY,2015,Nissan,Rogue,11994,52211,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KNMAT2MV5FP569018/2015-nissan-rogue/,https://listings-prod.tcimg.net/listings/21236/18/90/KNMAT2MV5FP569018/MCDTCFOBWNKMMAUC7CIHMBJRJU-cr-360.jpg
NY,2019,Nissan,Rogue,20995,17495,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5N1AT2MV5KC780930/2019-nissan-rogue/,https://listings-prod.tcimg.net/listings/53250/30/09/5N1AT2MV5KC780930/OTTTC4UK6NFCWIV5MECDZ5AEDQ-cr-360.jpg
NY,2018,Mercedes-Benz,CClass,49901,17641,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WDDWK6EBXJF603446/2018-mercedes-benz-c-class/,https://listings-prod.tcimg.net/listings/2441/46/34/WDDWK6EBXJF603446/H6X2R4MI2X3TOVM42VSDPRHZXY-cr-360.jpg
NY,2017,Lexus,NX,23999,33844,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTJBARBZ6H2143800/2017-lexus-nx/,https://listings-prod.tcimg.net/listings/30623/00/38/JTJBARBZ6H2143800/KN55I4LMMOX65BA7YZ77IUMUWY-cr-360.jpg
NY,2018,Mercedes-Benz,GLA,29983,6162,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WDCTG4GB6JJ507286/2018-mercedes-benz-gla/,https://listings-prod.tcimg.net/listings/171212/86/72/WDCTG4GB6JJ507286/TZA36JWPJ66XIPXZFK66SFBPS4-cr-360.jpg
NJ,2015,Toyota,Highlander,18999,77844,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5TDBKRFH7FS154926/2015-toyota-highlander/,https://listings-prod.tcimg.net/listings/53291/26/49/5TDBKRFH7FS154926/YRDHAIJJQI3CQPICCHSE4EUWVM-cr-360.jpg
NY,2018,Acura,TLX,20799,50318,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/19UUB1F59JA001519/2018-acura-tlx/,https://listings-prod.tcimg.net/listings/192071/19/15/19UUB1F59JA001519/KD7PGX6RUU3W3AWQINH7T7QQ6Y-cr-360.jpg
NY,2019,Toyota,RAV4,22890,35698,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T3F1RFVXKC007696/2019-toyota-rav4/,https://listings-prod.tcimg.net/listings/30725/96/76/2T3F1RFVXKC007696/VX3J7UFCYSJNSMRRS3DTLTH4PU-cr-360.jpg
NY,2020,Dodge,Challenger,23990,6652,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2C3CDZAG7LH104202/2020-dodge-challenger/,https://listings-prod.tcimg.net/listings/24344/02/42/2C3CDZAG7LH104202/JVMQDEYXNCWOPYUL55S7SKRCBQ-cr-360.jpg
NY,2014,Ford,Mustang,23990,47985,RWD,Manual,Gas,https://www.truecar.com/used-cars-for-sale/listing/1ZVBP8CF9E5235071/2014-ford-mustang/?zipcode=11372,https://listings-prod.tcimg.net/listings/175576/71/50/1ZVBP8CF9E5235071/BZKPRVVTSYBCKYKQOQQRV7KYN4-cr-360.jpg
NY,2019,Toyota,RAV4,25390,28776,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T3P1RFV5KW063158/2019-toyota-rav4/,https://listings-prod.tcimg.net/listings/30725/58/31/2T3P1RFV5KW063158/UJKZGQARG7WPRULAUDNFHVX33I-cr-360.jpg
NY,2014,Mercedes-Benz,MClass,20990,69861,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/4JGDA5HB2EA391540/2014-mercedes-benz-m-class/?zipcode=11372,https://listings-prod.tcimg.net/listings/175576/40/15/4JGDA5HB2EA391540/2QNGHBDKJCGCXLQMXOUBP3LQLU-cr-360.jpg
NY,2010,Toyota,Prius,10990,77069,FWD,Automatic,Hybrid,https://www.truecar.com/used-cars-for-sale/listing/JTDKN3DU6A0060987/2010-toyota-prius/?zipcode=11372,https://listings-prod.tcimg.net/listings/175576/87/09/JTDKN3DU6A0060987/B5KP35R6OVD75FJ53BMQFAUGJM-cr-360.jpg
NY,2013,INFINITI,G,10995,59660,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JN1CV6AR4DM763400/2013-infiniti-g/,https://listings-prod.tcimg.net/listings/86635/00/34/JN1CV6AR4DM763400/7LL7SK5ILRZ6FOMXKW2Q2CFTFA-cr-360.jpg
NJ,2013,Audi,A4,10723,108046,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WAUFFAFL2DA172737/2013-audi-a4/,https://listings-prod.tcimg.net/listings/9688/37/27/WAUFFAFL2DA172737/V7ZBHVJ6LEXQSPUBCDTRJUDJTQ-og-360.jpg
NY,2018,Porsche,911,159995,5388,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WP0AD2A94JS156310/2018-porsche-911/,https://listings-prod.tcimg.net/listings/21460/10/63/WP0AD2A94JS156310/AM2SI6OWBIQVKWJPTZFAAB3IVQ-cr-360.jpg
NY,2016,Hyundai,Sonata,11590,72826,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5NPE24AF5GH384753/2016-hyundai-sonata/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/53/47/5NPE24AF5GH384753/64G5FUQOVV3AVZVESZZM4P3E2U-cr-360.jpg
NY,2019,Lexus,NX,31480,5337,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTJYARBZ7K2142432/2019-lexus-nx/?zipcode=10035,https://listings-prod.tcimg.net/listings/19296/32/24/JTJYARBZ7K2142432/PWAYXLOYZ7AQ5FABMKBQCS2VMY-cr-360.jpg
NJ,2017,Lexus,RX,33954,20091,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T2BZMCA3HC109270/2017-lexus-rx/,https://listings-prod.tcimg.net/listings/190585/70/92/2T2BZMCA3HC109270/YTWFOSNXJH7JF4J5EQHF5STAAQ-cr-360.jpg
NY,2020,Chevrolet,Malibu,18995,22064,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST1LF085876/2020-chevrolet-malibu/,https://listings-prod.tcimg.net/listings/58521/76/58/1G1ZD5ST1LF085876/XNBNYG76UD7ZITFAILWZCHILSA-og-360.jpg
NY,2013,Lexus,RX,16995,106163,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T2BK1BA3DC158371/2013-lexus-rx/,https://listings-prod.tcimg.net/listings/5836/71/83/2T2BK1BA3DC158371/OFASCAIIVHCBVYGL5AANKUJUWE-cr-360.jpg
CA,2012,Mercedes-Benz,CClass,8549,127503,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WDDGF4HB1CA604333/2012-mercedes-benz-c-class/,https://listings-prod.tcimg.net/listings/176989/33/43/WDDGF4HB1CA604333/EKT3RF5OHQFLQVLXJ2J7XRS4S4-cr-360.jpg
CA,2013,Honda,Accord,14590,69887,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F80DA210269/2013-honda-accord/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/69/02/1HGCR2F80DA210269/6EELANWJ7S7XZXGU3MRXFQN3LU-cr-360.jpg
CA,2015,Jeep,Cherokee,13990,70262,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1C4PJLCS6FW537052/2015-jeep-cherokee/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/52/70/1C4PJLCS6FW537052/52QOQKLFZ7JLJK3BTPREL4KEM4-cr-360.jpg
CA,2017,Audi,A6,31192,15988,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WAUG8AFC5HN129295/2017-audi-a6/,https://listings-prod.tcimg.net/listings/1695/95/92/WAUG8AFC5HN129295/5FJLGMUX5PXI2SMFA25CRXLWZI-cr-360.jpg
CA,2019,Volkswagen,Beetle,27990,11530,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3VW5DAAT6KM509127/2019-volkswagen-beetle/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/27/91/3VW5DAAT6KM509127/V55ZK22WT5HC35FRRRH3Y662Y4-cr-360.jpg
CA,2016,Hyundai,Veloster,9730,78662,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/KMHTC6ADXGU262633/2016-hyundai-veloster/,https://listings-prod.tcimg.net/listings/1696/33/26/KMHTC6ADXGU262633/7XPH6YB63Z3PG4DCCRVRDPEGPI-cr-360.jpg
CA,2019,Nissan,Kicks,15990,14294,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3N1CP5CU2KL542178/2019-nissan-kicks/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/78/21/3N1CP5CU2KL542178/G2KA4TWSKNAPUXUQ3FY7DJVW6A-cr-360.jpg
CA,2013,Lexus,LS,28990,60749,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTHCL5EF6D5018590/2013-lexus-ls/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/90/85/JTHCL5EF6D5018590/SHKD7MNX5DL5DVQYVYGWLPHAAY-cr-360.jpg
CA,2018,Audi,Q5,37391,19664,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WA1BNAFY0J2079005/2018-audi-q5/,https://listings-prod.tcimg.net/listings/1695/05/90/WA1BNAFY0J2079005/ICKFSXRHACQJVLE27LARAOVYYU-cr-360.jpg
CA,2019,Nissan,Altima,16000,39056,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1N4BL4BV3KC252459/2019-nissan-altima/,https://listings-prod.tcimg.net/listings/213192/59/24/1N4BL4BV3KC252459/APHUQDWY7NIZ524Z2WRXTBXJWM-cr-360.jpg
CA,2013,Lexus,GS,20990,69676,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTHCE1BL9D5013834/2013-lexus-gs/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/34/38/JTHCE1BL9D5013834/STYONPYQVEGFXNHP4T4EVNGEVE-cr-360.jpg
CA,2020,Volkswagen,Tiguan,26990,624,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/3VV2B7AX7LM041168/2020-volkswagen-tiguan/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/68/11/3VV2B7AX7LM041168/HI56ATCMAECQXCBOWLTHGIO2NY-cr-360.jpg
CA,2017,MINI,Convertible,25999,13897,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WMWWG9C3XH3C82237/2017-mini-convertible/,https://listings-prod.tcimg.net/listings/182623/37/22/WMWWG9C3XH3C82237/RI6KHKOHCU5TUKVSL5M7UQ5CBY-cr-360.jpg
CA,2011,BMW,M3,26990,89189,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WBSKG9C52BE368193/2011-bmw-m3/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/93/81/WBSKG9C52BE368193/HKWNU4G7CMNSLIYVEHJTWMIQYA-cr-360.jpg
CA,2014,Tesla,ModelS,39990,26116,RWD,Automatic,Electric,https://www.truecar.com/used-cars-for-sale/listing/5YJSA1H17EFP25712/2014-tesla-model-s/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/12/57/5YJSA1H17EFP25712/NIKZO3H5MEVEJ5G7DY24C64COM-cr-360.jpg
CA,2015,Lexus,ES,17590,92302,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1GG6F2178096/2015-lexus-es/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/96/80/JTHBK1GG6F2178096/6GTIMEYHAIRT7AVONSPW4S45BE-cr-360.jpg
CA,2014,Toyota,Highlander,20990,89539,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5TDJKRFH6ES056755/2014-toyota-highlander/?zipcode=90291,https://listings-prod.tcimg.net/listings/175576/55/67/5TDJKRFH6ES056755/IHHCW7MAEECT3DCDHHLBOQRGGE-cr-360.jpg
CA,2007,Land,RoverRangeRover,7499,152090,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/SALME15487A262723/2007-land-rover-range-rover/,https://listings-prod.tcimg.net/listings/102753/23/27/SALME15487A262723/SLLJKLMVINJETCYFDHGPYWOBMA-cr-360.jpg
CA,2016,Toyota,Highlander,24990,61992,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5TDJKRFH8GS227699/2016-toyota-highlander/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/99/76/5TDJKRFH8GS227699/ZXF3XJ3WZH3WCFGJRCC7RYTXAE-cr-360.jpg
CA,2017,Porsche,Macan,46992,35417,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WP1AB2A50HLB20474/2017-porsche-macan/,https://listings-prod.tcimg.net/listings/5004/74/04/WP1AB2A50HLB20474/CBLQUETLSFACY6VOKLOOPLESXY-cr-360.jpg
CA,2012,Acura,TL,16590,37101,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/19UUA8F56CA002366/2012-acura-tl/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/66/23/19UUA8F56CA002366/252Z6ULFPRB3FLZX53ZQAY3JYU-cr-360.jpg
CA,2012,Ford,Mustang,23990,11425,RWD,Manual,Gas,https://www.truecar.com/used-cars-for-sale/listing/1ZVBP8CF2C5252551/2012-ford-mustang/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/51/25/1ZVBP8CF2C5252551/W63KQMGDKYRFUX6LULGKZQ6ETU-cr-360.jpg
CA,2013,Ford,Explorer,17990,86752,4WD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/1FM5K8F85DGA62899/2013-ford-explorer/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/99/28/1FM5K8F85DGA62899/IGXTLD74UN5MDPJIK66SKVHXMU-cr-360.jpg
CA,2018,Audi,A5,32693,27235,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/WAUTNAF56JA036050/2018-audi-a5/,https://listings-prod.tcimg.net/listings/1695/50/60/WAUTNAF56JA036050/6D2FVPK24ZWQPHJWB26KSMYYGQ-cr-360.jpg
CA,2013,Toyota,RAV4,15590,91383,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2T3DFREV2DW085580/2013-toyota-rav4/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/80/55/2T3DFREV2DW085580/C4O4RBH524X2FPZRUZNGTBUXWA-cr-360.jpg
CA,2018,Mercedes-Benz,CClass,28997,21910,RWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/55SWF4JB3JU250348/2018-mercedes-benz-c-class/,https://listings-prod.tcimg.net/listings/2735/48/03/55SWF4JB3JU250348/6527EJHPFZFDYJUTZPZDISNUYA-cr-360.jpg
CA,2012,Chrysler,TownCountry,8400,97984,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1CG6CR135443/2012-chrysler-town-country/,https://listings-prod.tcimg.net/listings/173031/43/54/2C4RC1CG6CR135443/FVGOIVKXNIOO73AX5GQBISCI64-cr-360.jpg
CA,2017,Tesla,ModelS,52980,13609,AWD,Automatic,Electric,https://www.truecar.com/used-cars-for-sale/listing/5YJSA1E21HF193407/2017-tesla-model-s/?zipcode=90077,https://listings-prod.tcimg.net/listings/214232/07/34/5YJSA1E21HF193407/PYQ3VY7YHY3RB2IWTKPCARDHY4-cr-360.jpg
CA,2014,Honda,CRV,15990,76906,AWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/2HKRM4H71EH625103/2014-honda-cr-v/?zipcode=90291,https://listings-prod.tcimg.net/listings/77763/03/51/2HKRM4H71EH625103/3CDZUDM6IG2UTAX5AR5PYCC4WQ-cr-360.jpg
CA,2018,Hyundai,Sonata,14988,33245,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/5NPE24AFXJH691195/2018-hyundai-sonata/,https://listings-prod.tcimg.net/listings/146965/95/11/5NPE24AFXJH691195/UICLMKTWYENZPDD7RQOCPQKHPQ-cr-360.jpg
NY,2012,Lexus,ES,15590,55616,FWD,Automatic,Gas,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1EG8C2497496/2012-lexus-es/?zipcode=11372,https://listings-prod.tcimg.net/listings/77763/96/74/JTHBK1EG8C2497496/B3QAGQBZTUWP6VHLMEL4YVNT7E-cr-360.jpg
